distrito,TipoVoo,Ano,MesDesc,textbox_MatrixRow_CargaEmb,textbox_MatrixRow_CargaEmb2,textbox_MatrixRow_CargaEmb5,TipoVoo1,textbox_MatrixRow_CargaEmb3,textbox_MatrixRow_CargaEmb4,textbox_MatrixRow_CargaEmb6
Santa Maria,InterIlhas,1986,Janeiro, 1 036,  979,  0,,,,
Santa Maria,InterIlhas,1986,Fevereiro,  753,  705,  0,,,,
Santa Maria,InterIlhas,1986,Março,  967, 1 051,  0,,,,
Santa Maria,InterIlhas,1986,Abril, 1 201, 1 072,  0,,,,
Santa Maria,InterIlhas,1986,Maio, 1 124, 1 174,  0,,,,
Santa Maria,InterIlhas,1986,Junho, 1 107, 1 147,  16,,,,
Santa Maria,InterIlhas,1986,Julho, 1 671, 2 003,  86,,,,
Santa Maria,InterIlhas,1986,Agosto, 2 199, 2 122,  0,,,,
Santa Maria,InterIlhas,1986,Setembro, 1 560, 1 305,  0,,,,
Santa Maria,InterIlhas,1986,Outubro, 1 176, 1 213,  0,,,,
Santa Maria,InterIlhas,1986,Novembro,  943,  947,  0,,,,
Santa Maria,InterIlhas,1986,Dezembro,  999, 1 072,  0,,,,
Santa Maria,InterIlhas,1987,Janeiro,  969,  902,  0,,,,
Santa Maria,InterIlhas,1987,Fevereiro,  959,  972,  0,,,,
Santa Maria,InterIlhas,1987,Março,  998,  892,  0,,,,
Santa Maria,InterIlhas,1987,Abril, 1 378, 1 804,  0,,,,
Santa Maria,InterIlhas,1987,Maio, 1 073, 1 122,  66,,,,
Santa Maria,InterIlhas,1987,Junho, 1 593, 1 479,  116,,,,
Santa Maria,InterIlhas,1987,Julho, 1 816, 2 077,  16,,,,
Santa Maria,InterIlhas,1987,Agosto, 2 505, 2 297,  27,,,,
Santa Maria,InterIlhas,1987,Setembro, 1 820, 2 786,  0,,,,
Santa Maria,InterIlhas,1987,Outubro, 1 354, 1 303,  0,,,,
Santa Maria,InterIlhas,1987,Novembro, 1 080, 1 091,  0,,,,
Santa Maria,InterIlhas,1987,Dezembro, 1 147, 1 093,  80,,,,
Santa Maria,InterIlhas,1988,Janeiro, 1 064, 1 076,  0,,,,
Santa Maria,InterIlhas,1988,Fevereiro,  935,  941,  0,,,,
Santa Maria,InterIlhas,1988,Março, 1 124, 1 093,  0,,,,
Santa Maria,InterIlhas,1988,Abril, 1 405, 1 433,  42,,,,
Santa Maria,InterIlhas,1988,Maio, 1 327, 1 345,  9,,,,
Santa Maria,InterIlhas,1988,Junho, 1 624, 1 731,  19,,,,
Santa Maria,InterIlhas,1988,Julho, 1 854, 2 246,  14,,,,
Santa Maria,InterIlhas,1988,Agosto, 2 641, 2 480,  0,,,,
Santa Maria,InterIlhas,1988,Setembro, 2 001, 1 676,  5,,,,
Santa Maria,InterIlhas,1988,Outubro, 1 160, 1 147,  0,,,,
Santa Maria,InterIlhas,1988,Novembro, 1 058, 1 031,  25,,,,
Santa Maria,InterIlhas,1988,Dezembro, 1 114, 1 173,  0,,,,
Santa Maria,InterIlhas,1989,Janeiro, 1 196, 1 169,  0,,,,
Santa Maria,InterIlhas,1989,Fevereiro, 1 169, 1 129,  0,,,,
Santa Maria,InterIlhas,1989,Março, 1 489, 1 273,  0,,,,
Santa Maria,InterIlhas,1989,Abril, 1 529, 1 417,  0,,,,
Santa Maria,InterIlhas,1989,Maio, 1 366, 1 475,  0,,,,
Santa Maria,InterIlhas,1989,Junho, 1 595, 1 775,  0,,,,
Santa Maria,InterIlhas,1989,Julho, 1 960, 2 424,  0,,,,
Santa Maria,InterIlhas,1989,Agosto, 2 809, 2 912,  0,,,,
Santa Maria,InterIlhas,1989,Setembro, 2 461, 1 829,  0,,,,
Santa Maria,InterIlhas,1989,Outubro, 1 401, 1 218,  0,,,,
Santa Maria,InterIlhas,1989,Novembro, 1 101, 1 155,  0,,,,
Santa Maria,InterIlhas,1989,Dezembro,  933, 1 059,  0,,,,
Santa Maria,InterIlhas,1990,Janeiro, 1 257, 1 222,  0,,,,
Santa Maria,InterIlhas,1990,Fevereiro, 1 018, 1 142,  0,,,,
Santa Maria,InterIlhas,1990,Março, 1 245, 1 181,  29,,,,
Santa Maria,InterIlhas,1990,Abril, 1 498, 1 482,  49,,,,
Santa Maria,InterIlhas,1990,Maio, 1 298, 1 362,  75,,,,
Santa Maria,InterIlhas,1990,Junho, 1 616, 1 675,  18,,,,
Santa Maria,InterIlhas,1990,Julho, 1 900, 2 136,  0,,,,
Santa Maria,InterIlhas,1990,Agosto, 2 608, 2 455,  42,,,,
Santa Maria,InterIlhas,1990,Setembro, 1 889, 1 468,  12,,,,
Santa Maria,InterIlhas,1990,Outubro, 1 197, 1 180,  0,,,,
Santa Maria,InterIlhas,1990,Novembro, 1 132, 1 134,  0,,,,
Santa Maria,InterIlhas,1990,Dezembro, 1 122, 1 284,  59,,,,
Santa Maria,InterIlhas,1991,Janeiro,  0,  0,  0,,,,
Santa Maria,InterIlhas,1991,Fevereiro,  973,  975,  0,,,,
Santa Maria,InterIlhas,1991,Março, 1 359, 1 356,  0,,,,
Santa Maria,InterIlhas,1991,Abril, 1 349, 1 274,  0,,,,
Santa Maria,InterIlhas,1991,Maio, 1 222, 1 333,  0,,,,
Santa Maria,InterIlhas,1991,Junho, 1 550, 1 537,  45,,,,
Santa Maria,InterIlhas,1991,Julho, 1 766, 2 183,  0,,,,
Santa Maria,InterIlhas,1991,Agosto, 2 503, 2 405,  0,,,,
Santa Maria,InterIlhas,1991,Setembro, 1 628, 1 458,  0,,,,
Santa Maria,InterIlhas,1991,Outubro, 1 353, 1 300,  0,,,,
Santa Maria,InterIlhas,1991,Novembro, 1 163, 1 230,  0,,,,
Santa Maria,InterIlhas,1991,Dezembro, 1 268, 1 297,  0,,,,
Santa Maria,InterIlhas,1992,Janeiro, 1 247, 1 180,  16,,,,
Santa Maria,InterIlhas,1992,Fevereiro, 1 121, 1 192,  0,,,,
Santa Maria,InterIlhas,1992,Março, 1 356, 1 327,  0,,,,
Santa Maria,InterIlhas,1992,Abril, 1 737, 1 728,  0,,,,
Santa Maria,InterIlhas,1992,Maio, 1 426, 1 625,  0,,,,
Santa Maria,InterIlhas,1992,Junho, 1 767, 1 881,  0,,,,
Santa Maria,InterIlhas,1992,Julho, 2 038, 2 457,  0,,,,
Santa Maria,InterIlhas,1992,Agosto, 2 993, 2 861,  0,,,,
Santa Maria,InterIlhas,1992,Setembro, 1 957, 1 528,  104,,,,
Santa Maria,InterIlhas,1992,Outubro, 1 472, 1 449,  7,,,,
Santa Maria,InterIlhas,1992,Novembro, 1 232, 1 204,  0,,,,
Santa Maria,InterIlhas,1992,Dezembro, 1 284, 1 450,  0,,,,
Santa Maria,InterIlhas,1993,Janeiro, 1 283, 1 196,  63,,,,
Santa Maria,InterIlhas,1993,Fevereiro, 1 064, 1 088,  66,,,,
Santa Maria,InterIlhas,1993,Março, 1 217, 1 179,  0,,,,
Santa Maria,InterIlhas,1993,Abril, 1 702, 1 695,  0,,,,
Santa Maria,InterIlhas,1993,Maio, 1 524, 1 603,  0,,,,
Santa Maria,InterIlhas,1993,Junho, 1 556, 1 611,  63,,,,
Santa Maria,InterIlhas,1993,Julho, 2 128, 2 421,  81,,,,
Santa Maria,InterIlhas,1993,Agosto, 2 693, 2 730,  0,,,,
Santa Maria,InterIlhas,1993,Setembro, 2 077, 1 595,  0,,,,
Santa Maria,InterIlhas,1993,Outubro, 1 349, 1 291,  0,,,,
Santa Maria,InterIlhas,1993,Novembro, 1 196, 1 114,  0,,,,
Santa Maria,InterIlhas,1993,Dezembro, 1 082, 1 358,  0,,,,
Santa Maria,InterIlhas,1994,Janeiro, 1 337, 1 267,  0,,,,
Santa Maria,InterIlhas,1994,Fevereiro,  965,  949,  0,,,,
Santa Maria,InterIlhas,1994,Março, 1 521, 1 581,  0,,,,
Santa Maria,InterIlhas,1994,Abril, 1 462, 1 379,  0,,,,
Santa Maria,InterIlhas,1994,Maio, 1 384, 1 462,  0,,,,
Santa Maria,InterIlhas,1994,Junho, 1 623, 1 642,  0,,,,
Santa Maria,InterIlhas,1994,Julho, 2 012, 2 534,  0,,,,
Santa Maria,InterIlhas,1994,Agosto, 3 604, 2 890,  0,,,,
Santa Maria,InterIlhas,1994,Setembro, 1 957, 1 596,  0,,,,
Santa Maria,InterIlhas,1994,Outubro, 1 233, 1 234,  0,,,,
Santa Maria,InterIlhas,1994,Novembro, 1 223, 1 174,  0,,,,
Santa Maria,InterIlhas,1994,Dezembro, 1 160, 1 310,  0,,,,
Santa Maria,InterIlhas,1995,Janeiro, 1 363, 1 169,  0,,,,
Santa Maria,InterIlhas,1995,Fevereiro, 1 056, 1 140,  0,,,,
Santa Maria,InterIlhas,1995,Março, 1 401, 1 374,  0,,,,
Santa Maria,InterIlhas,1995,Abril, 1 521, 1 468,  0,,,,
Santa Maria,InterIlhas,1995,Maio, 1 485, 1 549,  0,,,,
Santa Maria,InterIlhas,1995,Junho, 1 460, 1 584,  0,,,,
Santa Maria,InterIlhas,1995,Julho, 2 019, 2 483,  0,,,,
Santa Maria,InterIlhas,1995,Agosto, 2 793, 2 807,  55,,,,
Santa Maria,InterIlhas,1995,Setembro, 1 928, 1 566,  0,,,,
Santa Maria,InterIlhas,1995,Outubro, 1 302, 1 255,  0,,,,
Santa Maria,InterIlhas,1995,Novembro, 1 263, 1 241,  0,,,,
Santa Maria,InterIlhas,1995,Dezembro, 1 296, 1 474,  0,,,,
Santa Maria,InterIlhas,1996,Janeiro, 1 361, 1 221,  0,,,,
Santa Maria,InterIlhas,1996,Fevereiro, 1 142, 1 136,  0,,,,
Santa Maria,InterIlhas,1996,Março, 1 391, 1 351,  12,,,,
Santa Maria,InterIlhas,1996,Abril, 1 420, 1 522,  52,,,,
Santa Maria,InterIlhas,1996,Maio, 1 575, 1 610,  0,,,,
Santa Maria,InterIlhas,1996,Junho, 1 637, 1 750,  0,,,,
Santa Maria,InterIlhas,1996,Julho, 2 099, 2 479,  0,,,,
Santa Maria,InterIlhas,1996,Agosto, 3 036, 2 750,  0,,,,
Santa Maria,InterIlhas,1996,Setembro, 2 183, 1 686,  0,,,,
Santa Maria,InterIlhas,1996,Outubro, 1 408, 1 402,  0,,,,
Santa Maria,InterIlhas,1996,Novembro, 1 303, 1 353,  0,,,,
Santa Maria,InterIlhas,1996,Dezembro, 1 285, 1 392,  0,,,,
Santa Maria,InterIlhas,1997,Janeiro, 1 475, 1 358,  0,,,,
Santa Maria,InterIlhas,1997,Fevereiro, 1 321, 1 303,  0,,,,
Santa Maria,InterIlhas,1997,Março, 1 696, 1 702,  0,,,,
Santa Maria,InterIlhas,1997,Abril, 1 582, 1 500,  0,,,,
Santa Maria,InterIlhas,1997,Maio, 1 596, 1 710,  0,,,,
Santa Maria,InterIlhas,1997,Junho, 1 833, 1 836,  0,,,,
Santa Maria,InterIlhas,1997,Julho, 2 255, 2 625,  0,,,,
Santa Maria,InterIlhas,1997,Agosto, 3 112, 3 130,  0,,,,
Santa Maria,InterIlhas,1997,Setembro, 2 456, 1 938,  0,,,,
Santa Maria,InterIlhas,1997,Outubro, 1 611, 1 587,  0,,,,
Santa Maria,InterIlhas,1997,Novembro, 1 376, 1 461,  0,,,,
Santa Maria,InterIlhas,1997,Dezembro, 1 530, 1 569,  35,,,,
Santa Maria,InterIlhas,1998,Janeiro, 1 689, 1 698,  0,,,,
Santa Maria,InterIlhas,1998,Fevereiro, 1 460, 1 543,  43,,,,
Santa Maria,InterIlhas,1998,Março, 1 770, 1 791,  0,,,,
Santa Maria,InterIlhas,1998,Abril, 2 239, 2 282,  0,,,,
Santa Maria,InterIlhas,1998,Maio, 2 013, 2 105,  0,,,,
Santa Maria,InterIlhas,1998,Junho, 2 137, 2 221,  0,,,,
Santa Maria,InterIlhas,1998,Julho, 2 374, 2 677,  0,,,,
Santa Maria,InterIlhas,1998,Agosto, 2 723, 2 692,  0,,,,
Santa Maria,InterIlhas,1998,Setembro, 2 230, 1 924,  0,,,,
Santa Maria,InterIlhas,1998,Outubro, 1 751, 1 682,  0,,,,
Santa Maria,InterIlhas,1998,Novembro, 1 626, 1 598,  0,,,,
Santa Maria,InterIlhas,1998,Dezembro, 1 622, 1 546,  0,,,,
Santa Maria,InterIlhas,1999,Janeiro, 1 729, 1 771,  0,,,,
Santa Maria,InterIlhas,1999,Fevereiro, 1 669, 1 717,  0,,,,
Santa Maria,InterIlhas,1999,Março, 2 187, 2 083,  0,,,,
Santa Maria,InterIlhas,1999,Abril, 2 024, 2 088,  0,,,,
Santa Maria,InterIlhas,1999,Maio, 2 114, 2 095,  0,,,,
Santa Maria,InterIlhas,1999,Junho, 1 801, 1 901,  26,,,,
Santa Maria,InterIlhas,1999,Julho, 2 515, 2 871,  0,,,,
Santa Maria,InterIlhas,1999,Agosto, 2 937, 2 905,  37,,,,
Santa Maria,InterIlhas,1999,Setembro, 2 652, 2 134,  0,,,,
Santa Maria,InterIlhas,1999,Outubro, 1 735, 1 649,  0,,,,
Santa Maria,InterIlhas,1999,Novembro, 1 710, 1 686,  0,,,,
Santa Maria,InterIlhas,1999,Dezembro, 1 537, 1 713,  60,,,,
Santa Maria,InterIlhas,2000,Janeiro, 1 923, 1 800,  0,,,,
Santa Maria,InterIlhas,2000,Fevereiro, 1 458, 1 516,  0,,,,
Santa Maria,InterIlhas,2000,Março, 1 798, 1 739,  0,,,,
Santa Maria,InterIlhas,2000,Abril, 1 871, 2 048,  40,,,,
Santa Maria,InterIlhas,2000,Maio, 2 155, 2 015,  29,,,,
Santa Maria,InterIlhas,2000,Junho, 2 136, 2 234,  0,,,,
Santa Maria,InterIlhas,2000,Julho, 2 474, 3 034,  58,,,,
Santa Maria,InterIlhas,2000,Agosto, 3 467, 3 193,  23,,,,
Santa Maria,InterIlhas,2000,Setembro, 2 389, 2 015,  0,,,,
Santa Maria,InterIlhas,2000,Outubro, 1 897, 1 780,  0,,,,
Santa Maria,InterIlhas,2000,Novembro, 1 670, 1 673,  0,,,,
Santa Maria,InterIlhas,2000,Dezembro, 1 650, 1 787,  0,,,,
Santa Maria,InterIlhas,2001,Janeiro, 1 843, 1 790,  10,,,,
Santa Maria,InterIlhas,2001,Fevereiro, 1 658, 1 629,  0,,,,
Santa Maria,InterIlhas,2001,Março, 1 964, 1 917,  19,,,,
Santa Maria,InterIlhas,2001,Abril, 2 259, 2 236,  29,,,,
Santa Maria,InterIlhas,2001,Maio, 1 986, 2 001,  0,,,,
Santa Maria,InterIlhas,2001,Junho, 2 095, 2 283,  62,,,,
Santa Maria,InterIlhas,2001,Julho, 2 714, 3 111,  19,,,,
Santa Maria,InterIlhas,2001,Agosto, 3 642, 3 478,  0,,,,
Santa Maria,InterIlhas,2001,Setembro, 2 538, 2 139,  0,,,,
Santa Maria,InterIlhas,2001,Outubro, 2 089, 1 982,  0,,,,
Santa Maria,InterIlhas,2001,Novembro, 1 860, 1 850,  0,,,,
Santa Maria,InterIlhas,2001,Dezembro, 1 775, 1 973,  22,,,,
Santa Maria,InterIlhas,2002,Janeiro, 1 946, 1 801,  0,,,,
Santa Maria,InterIlhas,2002,Fevereiro, 1 673, 1 737,  0,,,,
Santa Maria,InterIlhas,2002,Março, 2 097, 2 062,  0,,,,
Santa Maria,InterIlhas,2002,Abril, 2 189, 2 180,  0,,,,
Santa Maria,InterIlhas,2002,Maio, 2 589, 2 659,  0,,,,
Santa Maria,InterIlhas,2002,Junho, 2 180, 2 335,  0,,,,
Santa Maria,InterIlhas,2002,Julho, 2 754, 3 161,  0,,,,
Santa Maria,InterIlhas,2002,Agosto, 3 250, 3 192,  0,,,,
Santa Maria,InterIlhas,2002,Setembro, 2 664, 2 150,  0,,,,
Santa Maria,InterIlhas,2002,Outubro, 2 159, 2 163,  0,,,,
Santa Maria,InterIlhas,2002,Novembro, 1 739, 1 703,  6,,,,
Santa Maria,InterIlhas,2002,Dezembro, 1 813, 1 836,  0,,,,
Santa Maria,InterIlhas,2003,Janeiro, 1 859, 1 818,  0,,,,
Santa Maria,InterIlhas,2003,Fevereiro, 1 844, 1 842,  0,,,,
Santa Maria,InterIlhas,2003,Março, 2 004, 2 002,  7,,,,
Santa Maria,InterIlhas,2003,Abril, 2 262, 2 263,  0,,,,
Santa Maria,InterIlhas,2003,Maio, 2 009, 2 032,  0,,,,
Santa Maria,InterIlhas,2003,Junho, 2 112, 2 196,  0,,,,
Santa Maria,InterIlhas,2003,Julho, 2 611, 3 105,  0,,,,
Santa Maria,InterIlhas,2003,Agosto, 3 605, 3 467,  0,,,,
Santa Maria,InterIlhas,2003,Setembro, 2 691, 2 032,  0,,,,
Santa Maria,InterIlhas,2003,Outubro, 2 222, 2 117,  0,,,,
Santa Maria,InterIlhas,2003,Novembro, 1 885, 1 855,  0,,,,
Santa Maria,InterIlhas,2003,Dezembro, 1 789, 2 023,  15,,,,
Santa Maria,InterIlhas,2004,Janeiro, 2 015, 1 862,  0,,,,
Santa Maria,InterIlhas,2004,Fevereiro, 1 768, 1 851,  0,,,,
Santa Maria,InterIlhas,2004,Março, 2 270, 2 194,  12,,,,
Santa Maria,InterIlhas,2004,Abril, 2 503, 2 385,  52,,,,
Santa Maria,InterIlhas,2004,Maio, 2 158, 2 238,  0,,,,
Santa Maria,InterIlhas,2004,Junho, 2 400, 2 536,  0,,,,
Santa Maria,InterIlhas,2004,Julho, 2 521, 3 233,  0,,,,
Santa Maria,InterIlhas,2004,Agosto, 4 083, 3 818,  0,,,,
Santa Maria,InterIlhas,2004,Setembro, 2 781, 2 136,  0,,,,
Santa Maria,InterIlhas,2004,Outubro, 2 036, 2 001,  0,,,,
Santa Maria,InterIlhas,2004,Novembro, 1 838, 1 776,  6,,,,
Santa Maria,InterIlhas,2004,Dezembro, 1 814, 1 929,  0,,,,
Santa Maria,InterIlhas,2005,Janeiro, 1 871, 1 798,  0,,,,
Santa Maria,InterIlhas,2005,Fevereiro, 1 842, 1 837,  0,,,,
Santa Maria,InterIlhas,2005,Março, 1 948, 2 001,  56,,,,
Santa Maria,InterIlhas,2005,Abril, 2 358, 2 137,  14,,,,
Santa Maria,InterIlhas,2005,Maio, 2 615, 2 665,  0,,,,
Santa Maria,InterIlhas,2005,Junho, 2 269, 2 326,  0,,,,
Santa Maria,InterIlhas,2005,Julho, 2 811, 3 258,  0,,,,
Santa Maria,InterIlhas,2005,Agosto, 3 850, 3 468,  22,,,,
Santa Maria,InterIlhas,2005,Setembro, 2 675, 2 141,  115,,,,
Santa Maria,InterIlhas,2005,Outubro, 2 158, 2 234,  0,,,,
Santa Maria,InterIlhas,2005,Novembro, 1 966, 1 923,  0,,,,
Santa Maria,InterIlhas,2005,Dezembro, 1 620, 1 827,  0,,,,
Santa Maria,InterIlhas,2006,Janeiro, 1 843, 1 700,  0,,,,
Santa Maria,InterIlhas,2006,Fevereiro, 1 560, 1 689,  0,,,,
Santa Maria,InterIlhas,2006,Março, 2 144, 1 957,  0,,,,
Santa Maria,InterIlhas,2006,Abril, 2 517, 2 223,  0,,,,
Santa Maria,InterIlhas,2006,Maio, 2 251, 2 311,  0,,,,
Santa Maria,InterIlhas,2006,Junho, 2 309, 2 348,  0,,,,
Santa Maria,InterIlhas,2006,Julho, 2 569, 3 195,  0,,,,
Santa Maria,InterIlhas,2006,Agosto, 3 991, 3 507,  0,,,,
Santa Maria,InterIlhas,2006,Setembro, 2 719, 2 198,  0,,,,
Santa Maria,InterIlhas,2006,Outubro, 2 051, 2 001,  0,,,,
Santa Maria,InterIlhas,2006,Novembro, 1 752, 1 725,  0,,,,
Santa Maria,InterIlhas,2006,Dezembro, 1 556, 1 702,  0,,,,
Santa Maria,InterIlhas,2007,Janeiro, 1 913, 1 984,  0,,,,
Santa Maria,InterIlhas,2007,Fevereiro, 1 656, 1 689,  0,,,,
Santa Maria,InterIlhas,2007,Março, 2 192, 2 202,  0,,,,
Santa Maria,InterIlhas,2007,Abril, 2 488, 2 448,  0,,,,
Santa Maria,InterIlhas,2007,Maio, 2 426, 2 347,  0,,,,
Santa Maria,InterIlhas,2007,Junho, 2 250, 2 310,  0,,,,
Santa Maria,InterIlhas,2007,Julho, 2 886, 3 181,  0,,,,
Santa Maria,InterIlhas,2007,Agosto, 3 605, 3 131,  0,,,,
Santa Maria,InterIlhas,2007,Setembro, 2 680, 2 032,  0,,,,
Santa Maria,InterIlhas,2007,Outubro, 2 763, 2 150,  5,,,,
Santa Maria,InterIlhas,2007,Novembro, 1 678, 1 664,  0,,,,
Santa Maria,InterIlhas,2007,Dezembro, 1 671, 1 881,  0,,,,
Santa Maria,InterIlhas,2008,Janeiro, 1 970, 1 885,  0,,,,
Santa Maria,InterIlhas,2008,Fevereiro, 1 767, 1 783,  0,,,,
Santa Maria,InterIlhas,2008,Março, 2 275, 2 222,  0,,,,
Santa Maria,InterIlhas,2008,Abril, 2 072, 2 215,  0,,,,
Santa Maria,InterIlhas,2008,Maio, 2 447, 2 297,  0,,,,
Santa Maria,InterIlhas,2008,Junho, 2 329, 2 484,  0,,,,
Santa Maria,InterIlhas,2008,Julho, 2 602, 2 974,  1,,,,
Santa Maria,InterIlhas,2008,Agosto, 3 430, 3 194,  0,,,,
Santa Maria,InterIlhas,2008,Setembro, 2 514, 2 045,  0,,,,
Santa Maria,InterIlhas,2008,Outubro, 2 081, 1 997,  0,,,,
Santa Maria,InterIlhas,2008,Novembro, 1 705, 1 735,  0,,,,
Santa Maria,InterIlhas,2008,Dezembro, 1 732, 1 895,  0,,,,
Santa Maria,InterIlhas,2009,Janeiro, 1 949, 1 841,  0,,,,
Santa Maria,InterIlhas,2009,Fevereiro, 1 680, 1 676,  0,,,,
Santa Maria,InterIlhas,2009,Março, 1 999, 2 028,  0,,,,
Santa Maria,InterIlhas,2009,Abril, 2 306, 2 322,  0,,,,
Santa Maria,InterIlhas,2009,Maio, 2 462, 2 471,  18,,,,
Santa Maria,InterIlhas,2009,Junho, 2 113, 2 273,  35,,,,
Santa Maria,InterIlhas,2009,Julho, 2 830, 2 999,  0,,,,
Santa Maria,InterIlhas,2009,Agosto, 3 562, 3 337,  0,,,,
Santa Maria,InterIlhas,2009,Setembro, 2 484, 2 055,  0,,,,
Santa Maria,InterIlhas,2009,Outubro, 2 056, 1 943,  0,,,,
Santa Maria,InterIlhas,2009,Novembro, 1 927, 1 951,  0,,,,
Santa Maria,InterIlhas,2009,Dezembro, 1 757, 1 931,  33,,,,
Santa Maria,InterIlhas,2010,Janeiro, 1 850, 1 741,  181,,,,
Santa Maria,InterIlhas,2010,Fevereiro, 1 786, 1 759,  0,,,,
Santa Maria,InterIlhas,2010,Março, 2 105, 2 151,  0,,,,
Santa Maria,InterIlhas,2010,Abril, 2 504, 2 668,  0,,,,
Santa Maria,InterIlhas,2010,Maio, 2 243, 2 093,  0,,,,
Santa Maria,InterIlhas,2010,Junho, 2 127, 2 247,  0,,,,
Santa Maria,InterIlhas,2010,Julho, 2 283, 2 646,  198,,,,
Santa Maria,InterIlhas,2010,Agosto, 3 280, 3 011,  0,,,,
Santa Maria,InterIlhas,2010,Setembro, 2 482, 2 007,  0,,,,
Santa Maria,InterIlhas,2010,Outubro, 2 160, 2 104,  0,,,,
Santa Maria,InterIlhas,2010,Novembro, 1 890, 1 882,  0,,,,
Santa Maria,InterIlhas,2010,Dezembro, 1 855, 2 038,  0,,,,
Santa Maria,InterIlhas,2011,Janeiro, 2 068, 1 914,  0,,,,
Santa Maria,InterIlhas,2011,Fevereiro, 1 650, 1 677,  20,,,,
Santa Maria,InterIlhas,2011,Março, 1 990, 2 052,  0,,,,
Santa Maria,InterIlhas,2011,Abril, 2 287, 2 386,  29,,,,
Santa Maria,InterIlhas,2011,Maio, 2 473, 2 433,  0,,,,
Santa Maria,InterIlhas,2011,Junho, 2 094, 2 261,  0,,,,
Santa Maria,InterIlhas,2011,Julho, 2 549, 2 944,  0,,,,
Santa Maria,InterIlhas,2011,Agosto, 3 413, 3 118,  0,,,,
Santa Maria,InterIlhas,2011,Setembro, 2 794, 2 324,  0,,,,
Santa Maria,InterIlhas,2011,Outubro, 2 152, 2 086,  0,,,,
Santa Maria,InterIlhas,2011,Novembro, 1 724, 1 726,  24,,,,
Santa Maria,InterIlhas,2011,Dezembro, 1 727, 1 902,  0,,,,
Santa Maria,InterIlhas,2012,Janeiro, 2 051, 2 037,  0,,,,
Santa Maria,InterIlhas,2012,Fevereiro, 1 806, 1 819,  0,,,,
Santa Maria,InterIlhas,2012,Março, 2 143, 2 197,  0,,,,
Santa Maria,InterIlhas,2012,Abril, 2 230, 2 155,  0,,,,
Santa Maria,InterIlhas,2012,Maio, 2 502, 2 505,  0,,,,
Santa Maria,InterIlhas,2012,Junho, 2 191, 2 276,  0,,,,
Santa Maria,InterIlhas,2012,Julho, 2 579, 2 921,  0,,,,
Santa Maria,InterIlhas,2012,Agosto, 3 313, 3 332,  0,,,,
Santa Maria,InterIlhas,2012,Setembro, 3 013, 2 299,  0,,,,
Santa Maria,InterIlhas,2012,Outubro, 2 543, 2 226,  0,,,,
Santa Maria,InterIlhas,2012,Novembro, 1 791, 1 852,  0,,,,
Santa Maria,InterIlhas,2012,Dezembro, 1 826, 1 828,  0,,,,
Santa Maria,InterIlhas,2013,Janeiro, 1 784, 1 851,  0,,,,
Santa Maria,InterIlhas,2013,Fevereiro, 1 865, 1 841,  0,,,,
Santa Maria,InterIlhas,2013,Março, 1 990, 1 799,  65,,,,
Santa Maria,InterIlhas,2013,Abril, 2 301, 2 332,  0,,,,
Santa Maria,InterIlhas,2013,Maio, 2 190, 2 236,  0,,,,
Santa Maria,InterIlhas,2013,Junho, 2 348, 2 389,  0,,,,
Santa Maria,InterIlhas,2013,Julho, 3 011, 3 399,  0,,,,
Santa Maria,InterIlhas,2013,Agosto, 3 373, 3 243,  0,,,,
Santa Maria,InterIlhas,2013,Setembro, 3 140, 2 517,  0,,,,
Santa Maria,InterIlhas,2013,Outubro, 2 078, 2 033,  0,,,,
Santa Maria,InterIlhas,2013,Novembro, 1 954, 1 849,  0,,,,
Santa Maria,InterIlhas,2013,Dezembro, 2 025, 2 065,  0,,,,
Santa Maria,InterIlhas,2014,Janeiro, 1 881, 1 909,  0,,,,
Santa Maria,InterIlhas,2014,Fevereiro, 1 829, 1 885,  0,,,,
Santa Maria,InterIlhas,2014,Março, 2 268, 2 234,  23,,,,
Santa Maria,InterIlhas,2014,Abril, 2 329, 2 293,  0,,,,
Santa Maria,InterIlhas,2014,Maio, 2 467, 2 503,  0,,,,
Santa Maria,InterIlhas,2014,Junho, 2 522, 2 457,  0,,,,
Santa Maria,InterIlhas,2014,Julho, 3 027, 3 531,  70,,,,
Santa Maria,InterIlhas,2014,Agosto, 3 930, 3 754,  0,,,,
Santa Maria,InterIlhas,2014,Setembro, 3 370, 2 700,  0,,,,
Santa Maria,InterIlhas,2014,Outubro, 2 653, 2 129,  1,,,,
Santa Maria,InterIlhas,2014,Novembro, 2 053, 1 975,  0,,,,
Santa Maria,InterIlhas,2014,Dezembro, 2 058, 2 075,  0,,,,
Santa Maria,InterIlhas,2015,Janeiro, 2 060, 2 057,  0,,,,
Santa Maria,InterIlhas,2015,Fevereiro, 2 133, 1 948,  59,,,,
Santa Maria,InterIlhas,2015,Março, 2 326, 2 297,  0,,,,
Santa Maria,InterIlhas,2015,Abril, 2 389, 2 258,  0,,,,
Santa Maria,InterIlhas,2015,Maio, 2 496, 2 454,  0,,,,
Santa Maria,InterIlhas,2015,Junho, 2 805, 2 785,  0,,,,
Santa Maria,InterIlhas,2015,Julho, 3 380, 3 573,  0,,,,
Santa Maria,InterIlhas,2015,Agosto, 3 810, 3 516,  0,,,,
Santa Maria,InterIlhas,2015,Setembro, 3 257, 2 699,  0,,,,
Santa Maria,InterIlhas,2015,Outubro, 2 535, 2 205,  440,,,,
