distrito,TipoVoo,Ano,MesDesc,textbox_MatrixRow_CargaEmb,textbox_MatrixRow_CargaEmb2,textbox_MatrixRow_CargaEmb5,TipoVoo1,textbox_MatrixRow_CargaEmb3,textbox_MatrixRow_CargaEmb4,textbox_MatrixRow_CargaEmb6
Santa Maria,Territoriais,2017,Maio,  390,  464,  0,,,,
Santa Maria,Territoriais,2017,Junho,  644,  729,  95,,,,
Santa Maria,Territoriais,2017,Julho,  747, 1 137,  70,,,,
Santa Maria,Territoriais,2017,Agosto, 1 231, 1 241,  5,,,,
Santa Maria,Territoriais,2017,Setembro,  806,  674,  24,,,,
Santa Maria,Territoriais,2017,Outubro,  559,  609,  254,,,,
Santa Maria,Territoriais,2017,Novembro,  358,  434,  409,,,,
Santa Maria,Territoriais,2017,Dezembro,  323,  458,  366,,,,
Santa Maria,Territoriais,2018,Janeiro,  245,  369,  152,,,,
Santa Maria,Territoriais,2018,Fevereiro,  337,  443,  337,,,,
Santa Maria,Territoriais,2018,Março,  453,  580,  476,,,,
Santa Maria,Territoriais,2018,Abril,  531,  733,  341,,,,
Santa Maria,Territoriais,2018,Maio,  514,  587,  221,,,,
Santa Maria,Territoriais,2018,Junho,  555,  851,  205,,,,
Santa Maria,Territoriais,2018,Julho,  773, 1 213,  50,,,,
Santa Maria,Territoriais,2018,Agosto, 1 167, 1 241,  0,,,,
Santa Maria,Territoriais,2018,Setembro,  868,  924,  136,,,,
Santa Maria,Territoriais,2018,Outubro,  658,  799,  145,,,,
Santa Maria,Territoriais,2018,Novembro,  346,  510,  661,,,,
Santa Maria,Territoriais,2018,Dezembro,  435,  616,  357,,,,
Santa Maria,Territoriais,2019,Janeiro,  298,  408,  265,,,,
Santa Maria,Territoriais,2019,Fevereiro,  419,  608,  348,,,,
Santa Maria,Territoriais,2019,Março,  359,  456,  706,,,,
Santa Maria,Territoriais,2019,Abril,  388,  631,  551,,,,
Santa Maria,Territoriais,2019,Maio,  487,  532,  543,,,,
Santa Maria,Territoriais,2019,Junho,  646,  854,  118,,,,
Santa Maria,Territoriais,2019,Julho,  593, 1 064,  204,,,,
Santa Maria,Territoriais,2019,Agosto, 1 228, 1 290,  0,,,,
Santa Maria,Territoriais,2019,Setembro, 1 052,  761,  122,,,,
Santa Maria,Territoriais,2019,Outubro,  483,  643,  622,,,,
Santa Maria,Territoriais,2019,Novembro,  274,  447,  883,,,,
Santa Maria,Territoriais,2019,Dezembro,  348,  531, 1 081,,,,
Santa Maria,Territoriais,2020,Janeiro,  346,  476,  920,,,,
Santa Maria,Territoriais,2020,Fevereiro,  399,  544,  620,,,,
Santa Maria,Territoriais,2020,Março,  152,  259,  331,,,,
Santa Maria,Territoriais,2020,Abril,  0,  0,  0,,,,
Santa Maria,Territoriais,2020,Maio,  0,  0,  0,,,,
Santa Maria,Territoriais,2020,Junho,  0,  0,  0,,,,
Santa Maria,Territoriais,2020,Julho,  89,  206,  26,,,,
Santa Maria,Territoriais,2020,Agosto,  280,  505,  178,,,,
Santa Maria,Territoriais,2020,Setembro,  318,  346,  177,,,,
Santa Maria,Territoriais,2020,Outubro,  257,  290,  208,,,,
Santa Maria,Territoriais,2020,Novembro,  98,  190,  0,,,,
Santa Maria,Territoriais,2020,Dezembro,  121,  243,  242,,,,
Santa Maria,Territoriais,2021,Janeiro,  96,  112,  5,,,,
Santa Maria,Territoriais,2021,Fevereiro,  39,  60,  8,,,,
Santa Maria,Territoriais,2021,Março,  105,  68,  0,,,,
Santa Maria,Territoriais,2021,Abril,  204,  83,  320,,,,
Santa Maria,Territoriais,2021,Maio,  185,  151,  4,,,,
Santa Maria,Territoriais,2021,Junho,  307,  426,  72,,,,
Santa Maria,Territoriais,2021,Julho,  507, 1 010,  0,,,,
Santa Maria,Territoriais,2021,Agosto,  984,  781,  3,,,,
Santa Maria,Territoriais,2021,Setembro,  898,  505,  1,,,,
Santa Maria,Territoriais,2021,Outubro,  568,  321,  3,,,,
Santa Maria,Territoriais,2021,Novembro,  318,  275,  3,,,,
Santa Maria,Territoriais,2021,Dezembro,  387,  308,  1,,,,
Santa Maria,Territoriais,2022,Janeiro,  257,  173,  6,,,,
Santa Maria,Territoriais,2022,Fevereiro,  167,  153,  0,,,,
Santa Maria,Territoriais,2022,Março,  287,  203,  3,,,,
São Miguel,InterIlhas,1986,Janeiro, 3 924, 3 999,  160,,,,
São Miguel,InterIlhas,1986,Fevereiro, 2 826, 2 952,  79,,,,
São Miguel,InterIlhas,1986,Março, 4 437, 4 570,  116,,,,
São Miguel,InterIlhas,1986,Abril, 4 901, 6 025,  26,,,,
São Miguel,InterIlhas,1986,Maio, 6 172, 5 514,  30,,,,
São Miguel,InterIlhas,1986,Junho, 5 708, 5 672,  29,,,,
São Miguel,InterIlhas,1986,Julho, 8 343, 8 475,  31,,,,
São Miguel,InterIlhas,1986,Agosto, 9 202, 9 362,  21,,,,
São Miguel,InterIlhas,1986,Setembro, 6 694, 7 437,  47,,,,
São Miguel,InterIlhas,1986,Outubro, 4 904, 5 062,  36,,,,
São Miguel,InterIlhas,1986,Novembro, 3 784, 3 803,  9,,,,
São Miguel,InterIlhas,1986,Dezembro, 3 804, 4 083,  8,,,,
São Miguel,InterIlhas,1987,Janeiro, 3 805, 3 934,  9,,,,
São Miguel,InterIlhas,1987,Fevereiro, 3 434, 3 432,  6,,,,
São Miguel,InterIlhas,1987,Março, 3 769, 4 365,  6,,,,
São Miguel,InterIlhas,1987,Abril, 5 765, 5 757,  59,,,,
São Miguel,InterIlhas,1987,Maio, 5 736, 6 009,  44,,,,
São Miguel,InterIlhas,1987,Junho, 6 348, 5 966,  69,,,,
São Miguel,InterIlhas,1987,Julho, 8 770, 8 017,  76,,,,
São Miguel,InterIlhas,1987,Agosto, 8 433, 9 208,  76,,,,
São Miguel,InterIlhas,1987,Setembro, 6 653, 7 031,  44,,,,
São Miguel,InterIlhas,1987,Outubro, 4 916, 4 770,  61,,,,
São Miguel,InterIlhas,1987,Novembro, 3 994, 4 213,  0,,,,
São Miguel,InterIlhas,1987,Dezembro, 3 911, 4 329,  0,,,,
São Miguel,InterIlhas,1988,Janeiro, 4 272, 4 292,  2,,,,
São Miguel,InterIlhas,1988,Fevereiro, 3 917, 3 941,  0,,,,
São Miguel,InterIlhas,1988,Março, 4 688, 4 471,  22,,,,
São Miguel,InterIlhas,1988,Abril, 5 570, 5 906,  188,,,,
São Miguel,InterIlhas,1988,Maio, 6 132, 6 085,  71,,,,
São Miguel,InterIlhas,1988,Junho, 6 852, 6 491,  202,,,,
São Miguel,InterIlhas,1988,Julho, 9 683, 8 449,  206,,,,
São Miguel,InterIlhas,1988,Agosto, 9 349, 9 652,  141,,,,
São Miguel,InterIlhas,1988,Setembro, 6 991, 7 447,  139,,,,
São Miguel,InterIlhas,1988,Outubro, 4 732, 4 862,  66,,,,
São Miguel,InterIlhas,1988,Novembro, 3 914, 3 859,  85,,,,
São Miguel,InterIlhas,1988,Dezembro, 3 901, 4 022,  146,,,,
São Miguel,InterIlhas,1989,Janeiro, 4 183, 4 319,  155,,,,
São Miguel,InterIlhas,1989,Fevereiro, 4 048, 4 114,  126,,,,
São Miguel,InterIlhas,1989,Março, 5 133, 5 307,  270,,,,
São Miguel,InterIlhas,1989,Abril, 5 188, 6 162,  326,,,,
São Miguel,InterIlhas,1989,Maio, 6 465, 5 652,  277,,,,
São Miguel,InterIlhas,1989,Junho, 6 709, 6 251,  284,,,,
São Miguel,InterIlhas,1989,Julho, 9 356, 8 475,  427,,,,
São Miguel,InterIlhas,1989,Agosto, 8 986, 9 450,  539,,,,
São Miguel,InterIlhas,1989,Setembro, 6 373, 7 451,  253,,,,
São Miguel,InterIlhas,1989,Outubro, 4 713, 5 254,  117,,,,
São Miguel,InterIlhas,1989,Novembro, 4 269, 4 195,  53,,,,
São Miguel,InterIlhas,1989,Dezembro, 4 040, 3 947,  49,,,,
São Miguel,InterIlhas,1990,Janeiro, 4 709, 4 855,  77,,,,
São Miguel,InterIlhas,1990,Fevereiro, 4 101, 4 020,  109,,,,
São Miguel,InterIlhas,1990,Março, 4 825, 5 086,  169,,,,
São Miguel,InterIlhas,1990,Abril, 6 272, 6 132,  151,,,,
São Miguel,InterIlhas,1990,Maio, 6 486, 6 703,  107,,,,
São Miguel,InterIlhas,1990,Junho, 7 651, 7 289,  111,,,,
São Miguel,InterIlhas,1990,Julho, 9 471, 8 831,  201,,,,
São Miguel,InterIlhas,1990,Agosto, 9 159, 10 066,  198,,,,
São Miguel,InterIlhas,1990,Setembro, 6 891, 8 010,  124,,,,
São Miguel,InterIlhas,1990,Outubro, 5 285, 5 775,  67,,,,
São Miguel,InterIlhas,1990,Novembro, 4 479, 4 847,  104,,,,
São Miguel,InterIlhas,1990,Dezembro, 4 793, 4 701,  54,,,,
São Miguel,InterIlhas,1991,Janeiro, 4 485, 4 674,  67,,,,
São Miguel,InterIlhas,1991,Fevereiro, 4 046, 4 005,  52,,,,
São Miguel,InterIlhas,1991,Março, 5 678, 5 550,  116,,,,
São Miguel,InterIlhas,1991,Abril, 6 435, 6 843,  101,,,,
São Miguel,InterIlhas,1991,Maio, 7 117, 6 517,  175,,,,
São Miguel,InterIlhas,1991,Junho, 7 259, 6 806,  146,,,,
São Miguel,InterIlhas,1991,Julho, 10 597, 8 897,  187,,,,
São Miguel,InterIlhas,1991,Agosto, 9 526, 10 236,  191,,,,
São Miguel,InterIlhas,1991,Setembro, 7 120, 8 387,  87,,,,
São Miguel,InterIlhas,1991,Outubro, 5 542, 6 000,  108,,,,
São Miguel,InterIlhas,1991,Novembro, 4 575, 4 496,  168,,,,
São Miguel,InterIlhas,1991,Dezembro, 4 618, 4 396,  92,,,,
São Miguel,InterIlhas,1992,Janeiro, 4 176, 4 567,  117,,,,
São Miguel,InterIlhas,1992,Fevereiro, 4 386, 4 161,  166,,,,
São Miguel,InterIlhas,1992,Março, 5 652, 5 919,  95,,,,
São Miguel,InterIlhas,1992,Abril, 7 571, 7 405,  182,,,,
São Miguel,InterIlhas,1992,Maio, 7 435, 7 216,  168,,,,
São Miguel,InterIlhas,1992,Junho, 8 399, 7 774,  158,,,,
São Miguel,InterIlhas,1992,Julho, 11 375, 9 691,  245,,,,
São Miguel,InterIlhas,1992,Agosto, 10 899, 11 740,  175,,,,
São Miguel,InterIlhas,1992,Setembro, 7 118, 8 400,  145,,,,
São Miguel,InterIlhas,1992,Outubro, 5 945, 6 467,  77,,,,
São Miguel,InterIlhas,1992,Novembro, 4 491, 4 683,  88,,,,
São Miguel,InterIlhas,1992,Dezembro, 4 954, 4 739,  111,,,,
São Miguel,InterIlhas,1993,Janeiro, 4 898, 5 004,  61,,,,
São Miguel,InterIlhas,1993,Fevereiro, 4 708, 4 678,  90,,,,
São Miguel,InterIlhas,1993,Março, 4 846, 4 990,  175,,,,
São Miguel,InterIlhas,1993,Abril, 7 252, 7 186,  138,,,,
São Miguel,InterIlhas,1993,Maio, 7 553, 7 143,  234,,,,
São Miguel,InterIlhas,1993,Junho, 7 390, 6 840,  181,,,,
São Miguel,InterIlhas,1993,Julho, 11 052, 9 173,  232,,,,
São Miguel,InterIlhas,1993,Agosto, 11 861, 11 272,  362,,,,
São Miguel,InterIlhas,1993,Setembro, 7 277, 8 322,  163,,,,
São Miguel,InterIlhas,1993,Outubro, 5 409, 5 838,  128,,,,
São Miguel,InterIlhas,1993,Novembro, 4 563, 5 085,  100,,,,
São Miguel,InterIlhas,1993,Dezembro, 4 856, 4 703,  135,,,,
São Miguel,InterIlhas,1994,Janeiro, 4 332, 4 809,  124,,,,
São Miguel,InterIlhas,1994,Fevereiro, 4 077, 4 141,  95,,,,
São Miguel,InterIlhas,1994,Março, 5 830, 5 678,  257,,,,
São Miguel,InterIlhas,1994,Abril, 6 268, 6 477,  169,,,,
São Miguel,InterIlhas,1994,Maio, 7 407, 7 100,  114,,,,
São Miguel,InterIlhas,1994,Junho, 7 406, 6 822,  180,,,,
São Miguel,InterIlhas,1994,Julho, 11 393, 9 192,  118,,,,
São Miguel,InterIlhas,1994,Agosto, 11 799, 11 831,  164,,,,
São Miguel,InterIlhas,1994,Setembro, 7 094, 8 188,  136,,,,
São Miguel,InterIlhas,1994,Outubro, 5 456, 5 857,  121,,,,
São Miguel,InterIlhas,1994,Novembro, 4 379, 4 766,  81,,,,
São Miguel,InterIlhas,1994,Dezembro, 4 754, 4 450,  104,,,,
São Miguel,InterIlhas,1995,Janeiro, 4 704, 5 194,  137,,,,
São Miguel,InterIlhas,1995,Fevereiro, 4 622, 3 839,  61,,,,
São Miguel,InterIlhas,1995,Março, 5 292, 6 000,  151,,,,
São Miguel,InterIlhas,1995,Abril, 7 021, 6 894,  0,,,,
São Miguel,InterIlhas,1995,Maio, 7 325, 7 177,  0,,,,
São Miguel,InterIlhas,1995,Junho, 7 754, 7 272,  0,,,,
São Miguel,InterIlhas,1995,Julho, 11 571, 10 047,  0,,,,
São Miguel,InterIlhas,1995,Agosto, 11 796, 12 845,  0,,,,
São Miguel,InterIlhas,1995,Setembro, 7 617, 8 732,  0,,,,
São Miguel,InterIlhas,1995,Outubro, 5 579, 6 114,  0,,,,
São Miguel,InterIlhas,1995,Novembro, 4 970, 5 214,  0,,,,
São Miguel,InterIlhas,1995,Dezembro, 5 076, 5 144,  0,,,,
São Miguel,InterIlhas,1996,Janeiro, 4 749, 5 105,  0,,,,
São Miguel,InterIlhas,1996,Fevereiro, 4 635, 4 637,  0,,,,
São Miguel,InterIlhas,1996,Março, 5 971, 5 654,  0,,,,
São Miguel,InterIlhas,1996,Abril, 6 628, 6 790,  0,,,,
São Miguel,InterIlhas,1996,Maio, 7 544, 7 168,  0,,,,
São Miguel,InterIlhas,1996,Junho, 8 411, 7 648,  0,,,,
São Miguel,InterIlhas,1996,Julho, 11 963, 10 550,  0,,,,
São Miguel,InterIlhas,1996,Agosto, 12 311, 13 255,  0,,,,
São Miguel,InterIlhas,1996,Setembro, 7 997, 9 337,  0,,,,
São Miguel,InterIlhas,1996,Outubro, 5 770, 6 072,  0,,,,
São Miguel,InterIlhas,1996,Novembro, 4 944, 4 917,  0,,,,
São Miguel,InterIlhas,1996,Dezembro, 4 956, 4 804,  0,,,,
São Miguel,InterIlhas,1997,Janeiro, 5 467, 5 522,  0,,,,
São Miguel,InterIlhas,1997,Fevereiro, 4 862, 4 877,  0,,,,
São Miguel,InterIlhas,1997,Março, 6 375, 6 341,  0,,,,
São Miguel,InterIlhas,1997,Abril, 6 684, 6 837,  0,,,,
São Miguel,InterIlhas,1997,Maio, 7 720, 7 300,  0,,,,
São Miguel,InterIlhas,1997,Junho, 8 542, 8 227,  0,,,,
São Miguel,InterIlhas,1997,Julho, 12 295, 10 914,  0,,,,
São Miguel,InterIlhas,1997,Agosto, 12 823, 14 186,  0,,,,
São Miguel,InterIlhas,1997,Setembro, 8 579, 10 033,  0,,,,
São Miguel,InterIlhas,1997,Outubro, 6 529, 6 966,  0,,,,
São Miguel,InterIlhas,1997,Novembro, 4 910, 5 116,  0,,,,
São Miguel,InterIlhas,1997,Dezembro, 5 319, 5 579,  0,,,,
São Miguel,InterIlhas,1998,Janeiro, 6 004, 6 127,  0,,,,
São Miguel,InterIlhas,1998,Fevereiro, 5 653, 5 703,  0,,,,
São Miguel,InterIlhas,1998,Março, 6 524, 6 721,  0,,,,
São Miguel,InterIlhas,1998,Abril, 8 582, 8 783,  0,,,,
São Miguel,InterIlhas,1998,Maio, 8 986, 8 694,  0,,,,
São Miguel,InterIlhas,1998,Junho, 9 373, 9 855,  0,,,,
São Miguel,InterIlhas,1998,Julho, 12 295, 10 914,  0,,,,
São Miguel,InterIlhas,1998,Agosto, 11 038, 12 385,  0,,,,
São Miguel,InterIlhas,1998,Setembro, 8 479, 9 450,  0,,,,
São Miguel,InterIlhas,1998,Outubro, 6 572, 7 304,  0,,,,
São Miguel,InterIlhas,1998,Novembro, 6 085, 6 177,  0,,,,
São Miguel,InterIlhas,1998,Dezembro, 5 363, 5 760,  0,,,,
São Miguel,InterIlhas,1999,Janeiro, 6 660, 6 583,  0,,,,
São Miguel,InterIlhas,1999,Fevereiro, 6 440, 6 296,  0,,,,
São Miguel,InterIlhas,1999,Março, 8 178, 8 224,  0,,,,
São Miguel,InterIlhas,1999,Abril, 9 190, 9 182,  0,,,,
São Miguel,InterIlhas,1999,Maio, 10 438, 9 997,  0,,,,
São Miguel,InterIlhas,1999,Junho, 10 239, 9 745,  0,,,,
São Miguel,InterIlhas,1999,Julho, 14 677, 12 552,  0,,,,
São Miguel,InterIlhas,1999,Agosto, 15 443, 16 961,  0,,,,
São Miguel,InterIlhas,1999,Setembro, 10 929, 12 210,  0,,,,
São Miguel,InterIlhas,1999,Outubro, 7 389, 8 021,  0,,,,
São Miguel,InterIlhas,1999,Novembro, 6 448, 7 002,  0,,,,
São Miguel,InterIlhas,1999,Dezembro, 5 864, 6 503,  0,,,,
São Miguel,InterIlhas,2000,Janeiro, 7 290, 7 353,  0,,,,
São Miguel,InterIlhas,2000,Fevereiro, 6 339, 6 287,  0,,,,
São Miguel,InterIlhas,2000,Março, 7 205, 7 588,  0,,,,
São Miguel,InterIlhas,2000,Abril, 9 088, 8 987,  0,,,,
São Miguel,InterIlhas,2000,Maio, 9 930, 10 379,  0,,,,
São Miguel,InterIlhas,2000,Junho, 11 411, 10 394,  0,,,,
São Miguel,InterIlhas,2000,Julho, 15 754, 13 289,  0,,,,
São Miguel,InterIlhas,2000,Agosto, 16 906, 18 404,  0,,,,
São Miguel,InterIlhas,2000,Setembro, 10 776, 12 340,  0,,,,
São Miguel,InterIlhas,2000,Outubro, 7 628, 8 595,  0,,,,
São Miguel,InterIlhas,2000,Novembro, 6 455, 6 691,  0,,,,
São Miguel,InterIlhas,2000,Dezembro, 6 320, 6 676,  0,,,,
São Miguel,InterIlhas,2001,Janeiro, 7 071, 7 061,  0,,,,
São Miguel,InterIlhas,2001,Fevereiro, 6 626, 6 459,  0,,,,
São Miguel,InterIlhas,2001,Março, 7 767, 8 452,  0,,,,
São Miguel,InterIlhas,2001,Abril, 10 633, 10 384,  0,,,,
São Miguel,InterIlhas,2001,Maio, 9 823, 10 107,  0,,,,
São Miguel,InterIlhas,2001,Junho, 11 248, 10 746,  0,,,,
São Miguel,InterIlhas,2001,Julho, 17 977, 15 197,  0,,,,
São Miguel,InterIlhas,2001,Agosto, 18 294, 20 255,  0,,,,
São Miguel,InterIlhas,2001,Setembro, 11 182, 13 104,  0,,,,
São Miguel,InterIlhas,2001,Outubro, 8 201, 9 197,  0,,,,
São Miguel,InterIlhas,2001,Novembro, 6 903, 7 249,  0,,,,
São Miguel,InterIlhas,2001,Dezembro, 6 981, 7 310,  0,,,,
São Miguel,InterIlhas,2002,Janeiro, 7 057, 7 142,  0,,,,
São Miguel,InterIlhas,2002,Fevereiro, 6 935, 7 081,  0,,,,
São Miguel,InterIlhas,2002,Março, 8 807, 8 894,  0,,,,
São Miguel,InterIlhas,2002,Abril, 10 012, 10 465,  0,,,,
São Miguel,InterIlhas,2002,Maio, 11 127, 10 779,  0,,,,
São Miguel,InterIlhas,2002,Junho, 11 180, 10 582,  0,,,,
São Miguel,InterIlhas,2002,Julho, 16 709, 14 738,  0,,,,
São Miguel,InterIlhas,2002,Agosto, 18 861, 19 999,  0,,,,
São Miguel,InterIlhas,2002,Setembro, 11 228, 12 839,  0,,,,
São Miguel,InterIlhas,2002,Outubro, 8 084, 8 616,  0,,,,
São Miguel,InterIlhas,2002,Novembro, 6 609, 7 311,  0,,,,
São Miguel,InterIlhas,2002,Dezembro, 6 304, 6 636,  0,,,,
São Miguel,InterIlhas,2003,Janeiro, 6 800, 7 185,  0,,,,
São Miguel,InterIlhas,2003,Fevereiro, 6 653, 6 566,  0,,,,
São Miguel,InterIlhas,2003,Março, 7 544, 8 143,  0,,,,
São Miguel,InterIlhas,2003,Abril, 10 392, 10 813,  0,,,,
São Miguel,InterIlhas,2003,Maio, 9 994, 10 011,  0,,,,
São Miguel,InterIlhas,2003,Junho, 11 412, 10 822,  0,,,,
São Miguel,InterIlhas,2003,Julho, 15 918, 13 487,  0,,,,
São Miguel,InterIlhas,2003,Agosto, 18 181, 19 711,  0,,,,
São Miguel,InterIlhas,2003,Setembro, 10 600, 12 346,  0,,,,
São Miguel,InterIlhas,2003,Outubro, 8 147, 8 858,  0,,,,
São Miguel,InterIlhas,2003,Novembro, 6 984, 7 594,  0,,,,
São Miguel,InterIlhas,2003,Dezembro, 7 621, 7 435,  0,,,,
São Miguel,InterIlhas,2004,Janeiro, 7 538, 7 599, 1 082,,,,
São Miguel,InterIlhas,2004,Fevereiro, 6 906, 7 255,  889,,,,
São Miguel,InterIlhas,2004,Março, 8 127, 8 394,  993,,,,
São Miguel,InterIlhas,2004,Abril, 10 449, 11 176, 1 036,,,,
São Miguel,InterIlhas,2004,Maio, 12 012, 11 594, 1 082,,,,
São Miguel,InterIlhas,2004,Junho, 11 828, 11 722,  465,,,,
São Miguel,InterIlhas,2004,Julho, 17 339, 14 243, 1 264,,,,
São Miguel,InterIlhas,2004,Agosto, 19 596, 21 182, 1 092,,,,
São Miguel,InterIlhas,2004,Setembro, 11 582, 13 489,  615,,,,
São Miguel,InterIlhas,2004,Outubro, 8 507, 9 265, 1 081,,,,
São Miguel,InterIlhas,2004,Novembro, 7 340, 8 051,  953,,,,
São Miguel,InterIlhas,2004,Dezembro, 7 285, 7 906, 1 230,,,,
São Miguel,InterIlhas,2005,Janeiro, 7 572, 7 652, 1 085,,,,
São Miguel,InterIlhas,2005,Fevereiro, 7 159, 7 459,  240,,,,
São Miguel,InterIlhas,2005,Março, 8 452, 9 224,  358,,,,
São Miguel,InterIlhas,2005,Abril, 9 326, 11 208,  164,,,,
São Miguel,InterIlhas,2005,Maio, 12 165, 10 787,  248,,,,
São Miguel,InterIlhas,2005,Junho, 11 908, 12 203,  216,,,,
São Miguel,InterIlhas,2005,Julho, 16 166, 14 136,  298,,,,
São Miguel,InterIlhas,2005,Agosto, 17 843, 19 011,  431,,,,
São Miguel,InterIlhas,2005,Setembro, 11 204, 12 910,  319,,,,
São Miguel,InterIlhas,2005,Outubro, 8 810, 9 579,  231,,,,
São Miguel,InterIlhas,2005,Novembro, 7 364, 7 751,  133,,,,
São Miguel,InterIlhas,2005,Dezembro, 7 364, 7 706,  120,,,,
São Miguel,InterIlhas,2006,Janeiro, 7 292, 7 479,  119,,,,
São Miguel,InterIlhas,2006,Fevereiro, 6 752, 6 574,  256,,,,
São Miguel,InterIlhas,2006,Março, 7 827, 9 323,  234,,,,
São Miguel,InterIlhas,2006,Abril, 11 224, 11 802,  132,,,,
São Miguel,InterIlhas,2006,Maio, 11 801, 12 034,  307,,,,
São Miguel,InterIlhas,2006,Junho, 12 791, 12 999,  230,,,,
São Miguel,InterIlhas,2006,Julho, 17 417, 14 620,  182,,,,
São Miguel,InterIlhas,2006,Agosto, 19 021, 21 049,  455,,,,
São Miguel,InterIlhas,2006,Setembro, 11 557, 13 298,  207,,,,
São Miguel,InterIlhas,2006,Outubro, 9 534, 10 238,  629,,,,
São Miguel,InterIlhas,2006,Novembro, 7 700, 8 216,  130,,,,
São Miguel,InterIlhas,2006,Dezembro, 7 288, 7 919,  91,,,,
São Miguel,InterIlhas,2007,Janeiro, 8 215, 7 986,  141,,,,
São Miguel,InterIlhas,2007,Fevereiro, 7 305, 7 318,  162,,,,
São Miguel,InterIlhas,2007,Março, 9 415, 10 258,  297,,,,
São Miguel,InterIlhas,2007,Abril, 12 218, 12 307,  281,,,,
São Miguel,InterIlhas,2007,Maio, 12 045, 12 495,  285,,,,
São Miguel,InterIlhas,2007,Junho, 13 522, 12 721,  132,,,,
São Miguel,InterIlhas,2007,Julho, 17 880, 15 720,  258,,,,
São Miguel,InterIlhas,2007,Agosto, 18 678, 20 753,  246,,,,
São Miguel,InterIlhas,2007,Setembro, 12 096, 14 440,  159,,,,
São Miguel,InterIlhas,2007,Outubro, 10 492, 11 743,  113,,,,
São Miguel,InterIlhas,2007,Novembro, 7 681, 8 520,  139,,,,
São Miguel,InterIlhas,2007,Dezembro, 7 737, 8 185,  233,,,,
São Miguel,InterIlhas,2008,Janeiro, 8 574, 8 639,  209,,,,
São Miguel,InterIlhas,2008,Fevereiro, 7 338, 8 154,  272,,,,
São Miguel,InterIlhas,2008,Março, 10 324, 10 899,  291,,,,
São Miguel,InterIlhas,2008,Abril, 11 655, 11 882,  101,,,,
São Miguel,InterIlhas,2008,Maio, 12 675, 13 255,  483,,,,
São Miguel,InterIlhas,2008,Junho, 12 854, 12 707,  496,,,,
São Miguel,InterIlhas,2008,Julho, 17 275, 15 643,  451,,,,
São Miguel,InterIlhas,2008,Agosto, 18 692, 20 405,  561,,,,
São Miguel,InterIlhas,2008,Setembro, 11 750, 13 584,  415,,,,
São Miguel,InterIlhas,2008,Outubro, 9 567, 10 675,  167,,,,
São Miguel,InterIlhas,2008,Novembro, 7 773, 8 064,  184,,,,
São Miguel,InterIlhas,2008,Dezembro, 8 230, 8 330,  132,,,,
São Miguel,InterIlhas,2009,Janeiro, 8 647, 8 202,  135,,,,
São Miguel,InterIlhas,2009,Fevereiro, 7 216, 7 300,  264,,,,
São Miguel,InterIlhas,2009,Março, 8 764, 9 275,  263,,,,
São Miguel,InterIlhas,2009,Abril, 11 842, 11 851,  30,,,,
São Miguel,InterIlhas,2009,Maio, 13 450, 13 591,  39,,,,
São Miguel,InterIlhas,2009,Junho, 13 252, 13 124,  150,,,,
São Miguel,InterIlhas,2009,Julho, 16 753, 14 660,  83,,,,
São Miguel,InterIlhas,2009,Agosto, 18 211, 19 468,  312,,,,
São Miguel,InterIlhas,2009,Setembro, 11 123, 12 928,  43,,,,
São Miguel,InterIlhas,2009,Outubro, 9 711, 10 605,  104,,,,
São Miguel,InterIlhas,2009,Novembro, 8 437, 8 871,  127,,,,
São Miguel,InterIlhas,2009,Dezembro, 8 232, 8 246,  135,,,,
São Miguel,InterIlhas,2010,Janeiro, 8 162, 7 766,  151,,,,
São Miguel,InterIlhas,2010,Fevereiro, 7 862, 7 791,  98,,,,
São Miguel,InterIlhas,2010,Março, 10 099, 10 352,  157,,,,
São Miguel,InterIlhas,2010,Abril, 12 372, 12 086,  4,,,,
São Miguel,InterIlhas,2010,Maio, 12 259, 12 479,  107,,,,
São Miguel,InterIlhas,2010,Junho, 13 663, 12 943,  25,,,,
São Miguel,InterIlhas,2010,Julho, 17 115, 14 252,  174,,,,
São Miguel,InterIlhas,2010,Agosto, 18 406, 20 596,  232,,,,
São Miguel,InterIlhas,2010,Setembro, 12 622, 14 319,  336,,,,
São Miguel,InterIlhas,2010,Outubro, 10 294, 11 157,  3,,,,
São Miguel,InterIlhas,2010,Novembro, 8 396, 8 780,  126,,,,
São Miguel,InterIlhas,2010,Dezembro, 8 028, 8 624,  134,,,,
São Miguel,InterIlhas,2011,Janeiro, 8 954, 8 759,  97,,,,
São Miguel,InterIlhas,2011,Fevereiro, 7 535, 7 838,  127,,,,
São Miguel,InterIlhas,2011,Março, 9 323, 10 032,  186,,,,
São Miguel,InterIlhas,2011,Abril, 12 322, 12 717,  2,,,,
São Miguel,InterIlhas,2011,Maio, 13 021, 13 562,  95,,,,
São Miguel,InterIlhas,2011,Junho, 14 537, 13 457,  205,,,,
São Miguel,InterIlhas,2011,Julho, 18 446, 16 323,  241,,,,
São Miguel,InterIlhas,2011,Agosto, 18 700, 20 726,  391,,,,
São Miguel,InterIlhas,2011,Setembro, 12 607, 14 378,  416,,,,
São Miguel,InterIlhas,2011,Outubro, 9 997, 10 717,  73,,,,
São Miguel,InterIlhas,2011,Novembro, 7 349, 7 986,  37,,,,
São Miguel,InterIlhas,2011,Dezembro, 8 027, 8 647,  36,,,,
