zona_geo_h,hospedes_tipo_aloj,hospedes_anos,hospedes_mes,textbox9,textbox23,textbox25,textbox27,textbox28,textbox29
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2020,Maio,-,  209, 26 576,  109, 47 661,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2020,Junho,-,  209, 26 576,  863, 47 661,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2020,Julho,-,  209, 26 576, 3 457, 47 661,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2020,Agosto,-,  209, 26 576, 6 682, 47 661,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2020,Setembro,-,  209, 26 576, 4 867, 47 661,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2020,Outubro,-,  209, 26 576, 4 741, 47 661,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2020,Novembro,-,  209, 26 576, 3 541, 47 661,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2020,Dezembro,-,  209, 26 576, 2 891, 47 661,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2021,Janeiro,-,-, 26 576, 2 923, 96 149,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2021,Fevereiro,-,-, 26 576, 3 027, 96 149,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2021,Março,-,-, 26 576, 3 329, 96 149,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2021,Abril,-,-, 26 576, 4 459, 96 149,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2021,Maio,-,-, 26 576, 5 869, 96 149,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2021,Junho,-,-, 26 576, 8 371, 96 149,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2021,Julho,-,-, 26 576, 12 293, 96 149,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2021,Agosto,-,-, 26 576, 16 044, 96 149,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2021,Setembro,-,-, 26 576, 12 794, 96 149,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2021,Outubro,-,-, 26 576, 12 192, 96 149,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2021,Novembro,-,-, 26 576, 8 918, 96 149,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2021,Dezembro,-,-, 26 576, 5 930, 96 149,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2022,Janeiro,-,-, 26 576, 5 647, 13 792,1 591 439
Ilha Terceira,Colónias de Férias/ Pousadas de Juv.,2022,Fevereiro,-,-, 26 576, 8 145, 13 792,1 591 439
Ilha Terceira,Alojamento Local,2001,Janeiro,-,-, 115 969, 2 411, 47 861,1 591 439
Ilha Terceira,Alojamento Local,2001,Fevereiro,-,-, 115 969, 2 719, 47 861,1 591 439
Ilha Terceira,Alojamento Local,2001,Março,-,-, 115 969, 3 241, 47 861,1 591 439
Ilha Terceira,Alojamento Local,2001,Abril,-,-, 115 969, 4 379, 47 861,1 591 439
Ilha Terceira,Alojamento Local,2001,Maio,-,-, 115 969, 3 537, 47 861,1 591 439
Ilha Terceira,Alojamento Local,2001,Junho,-,-, 115 969, 5 480, 47 861,1 591 439
Ilha Terceira,Alojamento Local,2001,Julho,-,-, 115 969, 6 888, 47 861,1 591 439
Ilha Terceira,Alojamento Local,2001,Agosto,-,-, 115 969, 7 705, 47 861,1 591 439
Ilha Terceira,Alojamento Local,2001,Setembro,-,-, 115 969, 4 964, 47 861,1 591 439
Ilha Terceira,Alojamento Local,2001,Outubro,-,-, 115 969, 2 884, 47 861,1 591 439
Ilha Terceira,Alojamento Local,2001,Novembro,-,-, 115 969, 2 119, 47 861,1 591 439
Ilha Terceira,Alojamento Local,2001,Dezembro,-,-, 115 969, 1 534, 47 861,1 591 439
Ilha Terceira,Alojamento Local,2002,Janeiro,-,-, 115 969, 2 381, 48 457,1 591 439
Ilha Terceira,Alojamento Local,2002,Fevereiro,-,-, 115 969, 2 554, 48 457,1 591 439
Ilha Terceira,Alojamento Local,2002,Março,-,-, 115 969, 3 316, 48 457,1 591 439
Ilha Terceira,Alojamento Local,2002,Abril,-,-, 115 969, 4 225, 48 457,1 591 439
Ilha Terceira,Alojamento Local,2002,Maio,-,-, 115 969, 4 204, 48 457,1 591 439
Ilha Terceira,Alojamento Local,2002,Junho,-,-, 115 969, 4 829, 48 457,1 591 439
Ilha Terceira,Alojamento Local,2002,Julho,-,-, 115 969, 6 512, 48 457,1 591 439
Ilha Terceira,Alojamento Local,2002,Agosto,-,-, 115 969, 7 944, 48 457,1 591 439
Ilha Terceira,Alojamento Local,2002,Setembro,-,-, 115 969, 4 948, 48 457,1 591 439
Ilha Terceira,Alojamento Local,2002,Outubro,-,-, 115 969, 2 949, 48 457,1 591 439
Ilha Terceira,Alojamento Local,2002,Novembro,-,-, 115 969, 2 914, 48 457,1 591 439
Ilha Terceira,Alojamento Local,2002,Dezembro,-,-, 115 969, 1 681, 48 457,1 591 439
Ilha Terceira,Alojamento Local,2003,Janeiro,-,-, 115 969, 2 209, 46 656,1 591 439
Ilha Terceira,Alojamento Local,2003,Fevereiro,-,-, 115 969, 2 386, 46 656,1 591 439
Ilha Terceira,Alojamento Local,2003,Março,-,-, 115 969, 2 738, 46 656,1 591 439
Ilha Terceira,Alojamento Local,2003,Abril,-,-, 115 969, 3 683, 46 656,1 591 439
Ilha Terceira,Alojamento Local,2003,Maio,-,-, 115 969, 3 589, 46 656,1 591 439
Ilha Terceira,Alojamento Local,2003,Junho,-,-, 115 969, 5 086, 46 656,1 591 439
Ilha Terceira,Alojamento Local,2003,Julho,-,-, 115 969, 6 531, 46 656,1 591 439
Ilha Terceira,Alojamento Local,2003,Agosto,-,-, 115 969, 8 339, 46 656,1 591 439
Ilha Terceira,Alojamento Local,2003,Setembro,-,-, 115 969, 5 031, 46 656,1 591 439
Ilha Terceira,Alojamento Local,2003,Outubro,-,-, 115 969, 2 943, 46 656,1 591 439
Ilha Terceira,Alojamento Local,2003,Novembro,-,-, 115 969, 2 468, 46 656,1 591 439
Ilha Terceira,Alojamento Local,2003,Dezembro,-,-, 115 969, 1 653, 46 656,1 591 439
Ilha Terceira,Alojamento Local,2004,Janeiro,-,-, 115 969, 2 389, 59 146,1 591 439
Ilha Terceira,Alojamento Local,2004,Fevereiro,-,-, 115 969, 3 194, 59 146,1 591 439
Ilha Terceira,Alojamento Local,2004,Março,-,-, 115 969, 3 661, 59 146,1 591 439
Ilha Terceira,Alojamento Local,2004,Abril,-,-, 115 969, 5 114, 59 146,1 591 439
Ilha Terceira,Alojamento Local,2004,Maio,-,-, 115 969, 4 807, 59 146,1 591 439
Ilha Terceira,Alojamento Local,2004,Junho,-,-, 115 969, 5 924, 59 146,1 591 439
Ilha Terceira,Alojamento Local,2004,Julho,-,-, 115 969, 7 919, 59 146,1 591 439
Ilha Terceira,Alojamento Local,2004,Agosto,-,-, 115 969, 10 514, 59 146,1 591 439
Ilha Terceira,Alojamento Local,2004,Setembro,-,-, 115 969, 6 192, 59 146,1 591 439
Ilha Terceira,Alojamento Local,2004,Outubro,-,-, 115 969, 3 907, 59 146,1 591 439
Ilha Terceira,Alojamento Local,2004,Novembro,-,-, 115 969, 3 218, 59 146,1 591 439
Ilha Terceira,Alojamento Local,2004,Dezembro,-,-, 115 969, 2 307, 59 146,1 591 439
Ilha Terceira,Alojamento Local,2005,Janeiro,-,-, 115 969, 2 241, 58 862,1 591 439
Ilha Terceira,Alojamento Local,2005,Fevereiro,-,-, 115 969, 2 870, 58 862,1 591 439
Ilha Terceira,Alojamento Local,2005,Março,-,-, 115 969, 4 169, 58 862,1 591 439
Ilha Terceira,Alojamento Local,2005,Abril,-,-, 115 969, 4 410, 58 862,1 591 439
Ilha Terceira,Alojamento Local,2005,Maio,-,-, 115 969, 4 824, 58 862,1 591 439
Ilha Terceira,Alojamento Local,2005,Junho,-,-, 115 969, 6 966, 58 862,1 591 439
Ilha Terceira,Alojamento Local,2005,Julho,-,-, 115 969, 7 719, 58 862,1 591 439
Ilha Terceira,Alojamento Local,2005,Agosto,-,-, 115 969, 10 023, 58 862,1 591 439
Ilha Terceira,Alojamento Local,2005,Setembro,-,-, 115 969, 6 614, 58 862,1 591 439
Ilha Terceira,Alojamento Local,2005,Outubro,-,-, 115 969, 4 945, 58 862,1 591 439
Ilha Terceira,Alojamento Local,2005,Novembro,-,-, 115 969, 2 503, 58 862,1 591 439
Ilha Terceira,Alojamento Local,2005,Dezembro,-,-, 115 969, 1 578, 58 862,1 591 439
Ilha Terceira,Alojamento Local,2006,Janeiro,-,-, 115 969, 2 672, 62 846,1 591 439
Ilha Terceira,Alojamento Local,2006,Fevereiro,-,-, 115 969, 2 283, 62 846,1 591 439
Ilha Terceira,Alojamento Local,2006,Março,-,-, 115 969, 3 925, 62 846,1 591 439
Ilha Terceira,Alojamento Local,2006,Abril,-,-, 115 969, 5 455, 62 846,1 591 439
Ilha Terceira,Alojamento Local,2006,Maio,-,-, 115 969, 4 847, 62 846,1 591 439
Ilha Terceira,Alojamento Local,2006,Junho,-,-, 115 969, 6 037, 62 846,1 591 439
Ilha Terceira,Alojamento Local,2006,Julho,-,-, 115 969, 8 588, 62 846,1 591 439
Ilha Terceira,Alojamento Local,2006,Agosto,-,-, 115 969, 10 458, 62 846,1 591 439
Ilha Terceira,Alojamento Local,2006,Setembro,-,-, 115 969, 7 396, 62 846,1 591 439
Ilha Terceira,Alojamento Local,2006,Outubro,-,-, 115 969, 5 260, 62 846,1 591 439
Ilha Terceira,Alojamento Local,2006,Novembro,-,-, 115 969, 3 428, 62 846,1 591 439
Ilha Terceira,Alojamento Local,2006,Dezembro,-,-, 115 969, 2 497, 62 846,1 591 439
Ilha Terceira,Alojamento Local,2007,Janeiro,-,-, 115 969, 3 068, 70 636,1 591 439
Ilha Terceira,Alojamento Local,2007,Fevereiro,-,-, 115 969, 3 440, 70 636,1 591 439
Ilha Terceira,Alojamento Local,2007,Março,-,-, 115 969, 4 514, 70 636,1 591 439
Ilha Terceira,Alojamento Local,2007,Abril,-,-, 115 969, 6 113, 70 636,1 591 439
Ilha Terceira,Alojamento Local,2007,Maio,-,-, 115 969, 5 699, 70 636,1 591 439
Ilha Terceira,Alojamento Local,2007,Junho,-,-, 115 969, 8 365, 70 636,1 591 439
Ilha Terceira,Alojamento Local,2007,Julho,-,-, 115 969, 9 275, 70 636,1 591 439
Ilha Terceira,Alojamento Local,2007,Agosto,-,-, 115 969, 10 934, 70 636,1 591 439
Ilha Terceira,Alojamento Local,2007,Setembro,-,-, 115 969, 7 117, 70 636,1 591 439
Ilha Terceira,Alojamento Local,2007,Outubro,-,-, 115 969, 5 627, 70 636,1 591 439
Ilha Terceira,Alojamento Local,2007,Novembro,-,-, 115 969, 3 784, 70 636,1 591 439
Ilha Terceira,Alojamento Local,2007,Dezembro,-,-, 115 969, 2 700, 70 636,1 591 439
Ilha Terceira,Alojamento Local,2008,Janeiro,-,-, 115 969, 3 215, 67 473,1 591 439
Ilha Terceira,Alojamento Local,2008,Fevereiro,-,-, 115 969, 2 807, 67 473,1 591 439
Ilha Terceira,Alojamento Local,2008,Março,-,-, 115 969, 4 605, 67 473,1 591 439
Ilha Terceira,Alojamento Local,2008,Abril,-,-, 115 969, 5 241, 67 473,1 591 439
Ilha Terceira,Alojamento Local,2008,Maio,-,-, 115 969, 6 801, 67 473,1 591 439
Ilha Terceira,Alojamento Local,2008,Junho,-,-, 115 969, 7 749, 67 473,1 591 439
Ilha Terceira,Alojamento Local,2008,Julho,-,-, 115 969, 8 927, 67 473,1 591 439
Ilha Terceira,Alojamento Local,2008,Agosto,-,-, 115 969, 11 529, 67 473,1 591 439
Ilha Terceira,Alojamento Local,2008,Setembro,-,-, 115 969, 7 605, 67 473,1 591 439
Ilha Terceira,Alojamento Local,2008,Outubro,-,-, 115 969, 4 381, 67 473,1 591 439
Ilha Terceira,Alojamento Local,2008,Novembro,-,-, 115 969, 2 833, 67 473,1 591 439
Ilha Terceira,Alojamento Local,2008,Dezembro,-,-, 115 969, 1 780, 67 473,1 591 439
Ilha Terceira,Alojamento Local,2009,Janeiro,-,-, 115 969, 3 160, 64 380,1 591 439
Ilha Terceira,Alojamento Local,2009,Fevereiro,-,-, 115 969, 3 694, 64 380,1 591 439
Ilha Terceira,Alojamento Local,2009,Março,-,-, 115 969, 4 053, 64 380,1 591 439
Ilha Terceira,Alojamento Local,2009,Abril,-,-, 115 969, 4 787, 64 380,1 591 439
Ilha Terceira,Alojamento Local,2009,Maio,-,-, 115 969, 5 722, 64 380,1 591 439
Ilha Terceira,Alojamento Local,2009,Junho,-,-, 115 969, 7 201, 64 380,1 591 439
Ilha Terceira,Alojamento Local,2009,Julho,-,-, 115 969, 8 442, 64 380,1 591 439
Ilha Terceira,Alojamento Local,2009,Agosto,-,-, 115 969, 10 493, 64 380,1 591 439
Ilha Terceira,Alojamento Local,2009,Setembro,-,-, 115 969, 6 307, 64 380,1 591 439
Ilha Terceira,Alojamento Local,2009,Outubro,-,-, 115 969, 4 394, 64 380,1 591 439
Ilha Terceira,Alojamento Local,2009,Novembro,-,-, 115 969, 3 775, 64 380,1 591 439
Ilha Terceira,Alojamento Local,2009,Dezembro,-,-, 115 969, 2 352, 64 380,1 591 439
Ilha Terceira,Alojamento Local,2010,Janeiro,-,-, 115 969, 2 610, 60 397,1 591 439
Ilha Terceira,Alojamento Local,2010,Fevereiro,-,-, 115 969, 2 877, 60 397,1 591 439
Ilha Terceira,Alojamento Local,2010,Março,-,-, 115 969, 3 378, 60 397,1 591 439
Ilha Terceira,Alojamento Local,2010,Abril,-,-, 115 969, 5 339, 60 397,1 591 439
Ilha Terceira,Alojamento Local,2010,Maio,-,-, 115 969, 5 290, 60 397,1 591 439
Ilha Terceira,Alojamento Local,2010,Junho,-,-, 115 969, 7 884, 60 397,1 591 439
Ilha Terceira,Alojamento Local,2010,Julho,-,-, 115 969, 7 444, 60 397,1 591 439
Ilha Terceira,Alojamento Local,2010,Agosto,-,-, 115 969, 9 690, 60 397,1 591 439
Ilha Terceira,Alojamento Local,2010,Setembro,-,-, 115 969, 6 474, 60 397,1 591 439
Ilha Terceira,Alojamento Local,2010,Outubro,-,-, 115 969, 4 410, 60 397,1 591 439
Ilha Terceira,Alojamento Local,2010,Novembro,-,-, 115 969, 2 681, 60 397,1 591 439
Ilha Terceira,Alojamento Local,2010,Dezembro,-,-, 115 969, 2 320, 60 397,1 591 439
Ilha Terceira,Alojamento Local,2011,Janeiro,-,-, 115 969, 2 611, 62 201,1 591 439
Ilha Terceira,Alojamento Local,2011,Fevereiro,-,-, 115 969, 2 874, 62 201,1 591 439
Ilha Terceira,Alojamento Local,2011,Março,-,-, 115 969, 3 609, 62 201,1 591 439
Ilha Terceira,Alojamento Local,2011,Abril,-,-, 115 969, 4 492, 62 201,1 591 439
Ilha Terceira,Alojamento Local,2011,Maio,-,-, 115 969, 5 231, 62 201,1 591 439
Ilha Terceira,Alojamento Local,2011,Junho,-,-, 115 969, 7 282, 62 201,1 591 439
Ilha Terceira,Alojamento Local,2011,Julho,-,-, 115 969, 8 383, 62 201,1 591 439
Ilha Terceira,Alojamento Local,2011,Agosto,-,-, 115 969, 10 921, 62 201,1 591 439
Ilha Terceira,Alojamento Local,2011,Setembro,-,-, 115 969, 7 219, 62 201,1 591 439
Ilha Terceira,Alojamento Local,2011,Outubro,-,-, 115 969, 4 589, 62 201,1 591 439
Ilha Terceira,Alojamento Local,2011,Novembro,-,-, 115 969, 2 876, 62 201,1 591 439
Ilha Terceira,Alojamento Local,2011,Dezembro,-,-, 115 969, 2 114, 62 201,1 591 439
Ilha Terceira,Alojamento Local,2012,Janeiro,-,-, 115 969, 2 497, 61 945,1 591 439
Ilha Terceira,Alojamento Local,2012,Fevereiro,-,-, 115 969, 2 688, 61 945,1 591 439
Ilha Terceira,Alojamento Local,2012,Março,-,-, 115 969, 3 708, 61 945,1 591 439
Ilha Terceira,Alojamento Local,2012,Abril,-,-, 115 969, 4 532, 61 945,1 591 439
Ilha Terceira,Alojamento Local,2012,Maio,-,-, 115 969, 5 443, 61 945,1 591 439
Ilha Terceira,Alojamento Local,2012,Junho,-,-, 115 969, 6 788, 61 945,1 591 439
Ilha Terceira,Alojamento Local,2012,Julho,-,-, 115 969, 8 775, 61 945,1 591 439
Ilha Terceira,Alojamento Local,2012,Agosto,-,-, 115 969, 10 861, 61 945,1 591 439
Ilha Terceira,Alojamento Local,2012,Setembro,-,-, 115 969, 7 107, 61 945,1 591 439
Ilha Terceira,Alojamento Local,2012,Outubro,-,-, 115 969, 3 741, 61 945,1 591 439
Ilha Terceira,Alojamento Local,2012,Novembro,-,-, 115 969, 2 802, 61 945,1 591 439
Ilha Terceira,Alojamento Local,2012,Dezembro,-,-, 115 969, 3 003, 61 945,1 591 439
Ilha Terceira,Alojamento Local,2013,Janeiro,-,-, 115 969, 2 902, 64 119,1 591 439
Ilha Terceira,Alojamento Local,2013,Fevereiro,-,-, 115 969, 3 281, 64 119,1 591 439
Ilha Terceira,Alojamento Local,2013,Março,-,-, 115 969, 4 488, 64 119,1 591 439
Ilha Terceira,Alojamento Local,2013,Abril,-,-, 115 969, 4 778, 64 119,1 591 439
Ilha Terceira,Alojamento Local,2013,Maio,-,-, 115 969, 4 792, 64 119,1 591 439
Ilha Terceira,Alojamento Local,2013,Junho,-,-, 115 969, 7 444, 64 119,1 591 439
Ilha Terceira,Alojamento Local,2013,Julho,-,-, 115 969, 9 512, 64 119,1 591 439
Ilha Terceira,Alojamento Local,2013,Agosto,-,-, 115 969, 10 751, 64 119,1 591 439
Ilha Terceira,Alojamento Local,2013,Setembro,-,-, 115 969, 6 757, 64 119,1 591 439
Ilha Terceira,Alojamento Local,2013,Outubro,-,-, 115 969, 3 782, 64 119,1 591 439
Ilha Terceira,Alojamento Local,2013,Novembro,-,-, 115 969, 2 855, 64 119,1 591 439
Ilha Terceira,Alojamento Local,2013,Dezembro,-,-, 115 969, 2 777, 64 119,1 591 439
Ilha Terceira,Alojamento Local,2014,Janeiro,  37,  383, 115 969, 2 994, 67 351,1 591 439
Ilha Terceira,Alojamento Local,2014,Fevereiro,  28,  383, 115 969, 2 979, 67 351,1 591 439
Ilha Terceira,Alojamento Local,2014,Março,  24,  383, 115 969, 3 541, 67 351,1 591 439
Ilha Terceira,Alojamento Local,2014,Abril,  24,  383, 115 969, 5 242, 67 351,1 591 439
Ilha Terceira,Alojamento Local,2014,Maio,  53,  383, 115 969, 5 333, 67 351,1 591 439
Ilha Terceira,Alojamento Local,2014,Junho,  29,  383, 115 969, 7 492, 67 351,1 591 439
Ilha Terceira,Alojamento Local,2014,Julho,  64,  383, 115 969, 9 929, 67 351,1 591 439
Ilha Terceira,Alojamento Local,2014,Agosto,  46,  383, 115 969, 12 320, 67 351,1 591 439
Ilha Terceira,Alojamento Local,2014,Setembro,  28,  383, 115 969, 7 238, 67 351,1 591 439
Ilha Terceira,Alojamento Local,2014,Outubro,  18,  383, 115 969, 4 207, 67 351,1 591 439
Ilha Terceira,Alojamento Local,2014,Novembro,  17,  383, 115 969, 3 334, 67 351,1 591 439
Ilha Terceira,Alojamento Local,2014,Dezembro,  15,  383, 115 969, 2 742, 67 351,1 591 439
Ilha Terceira,Alojamento Local,2015,Janeiro,  36, 1 653, 115 969, 3 034, 74 122,1 591 439
Ilha Terceira,Alojamento Local,2015,Fevereiro,  28, 1 653, 115 969, 2 775, 74 122,1 591 439
Ilha Terceira,Alojamento Local,2015,Março,  65, 1 653, 115 969, 3 929, 74 122,1 591 439
Ilha Terceira,Alojamento Local,2015,Abril,  56, 1 653, 115 969, 4 723, 74 122,1 591 439
Ilha Terceira,Alojamento Local,2015,Maio,  66, 1 653, 115 969, 6 673, 74 122,1 591 439
Ilha Terceira,Alojamento Local,2015,Junho,  188, 1 653, 115 969, 9 529, 74 122,1 591 439
Ilha Terceira,Alojamento Local,2015,Julho,  395, 1 653, 115 969, 10 353, 74 122,1 591 439
Ilha Terceira,Alojamento Local,2015,Agosto,  382, 1 653, 115 969, 11 767, 74 122,1 591 439
Ilha Terceira,Alojamento Local,2015,Setembro,  166, 1 653, 115 969, 7 558, 74 122,1 591 439
Ilha Terceira,Alojamento Local,2015,Outubro,  95, 1 653, 115 969, 5 360, 74 122,1 591 439
Ilha Terceira,Alojamento Local,2015,Novembro,  77, 1 653, 115 969, 3 764, 74 122,1 591 439
Ilha Terceira,Alojamento Local,2015,Dezembro,  99, 1 653, 115 969, 4 657, 74 122,1 591 439
Ilha Terceira,Alojamento Local,2016,Janeiro,  90, 4 846, 115 969, 4 686, 110 173,1 591 439
Ilha Terceira,Alojamento Local,2016,Fevereiro,  53, 4 846, 115 969, 5 175, 110 173,1 591 439
Ilha Terceira,Alojamento Local,2016,Março,  215, 4 846, 115 969, 10 580, 110 173,1 591 439
Ilha Terceira,Alojamento Local,2016,Abril,  150, 4 846, 115 969, 11 085, 110 173,1 591 439
Ilha Terceira,Alojamento Local,2016,Maio,  171, 4 846, 115 969, 9 160, 110 173,1 591 439
Ilha Terceira,Alojamento Local,2016,Junho,  490, 4 846, 115 969, 11 571, 110 173,1 591 439
Ilha Terceira,Alojamento Local,2016,Julho, 1 031, 4 846, 115 969, 13 151, 110 173,1 591 439
Ilha Terceira,Alojamento Local,2016,Agosto, 1 094, 4 846, 115 969, 14 381, 110 173,1 591 439
Ilha Terceira,Alojamento Local,2016,Setembro,  685, 4 846, 115 969, 11 122, 110 173,1 591 439
Ilha Terceira,Alojamento Local,2016,Outubro,  357, 4 846, 115 969, 8 355, 110 173,1 591 439
Ilha Terceira,Alojamento Local,2016,Novembro,  143, 4 846, 115 969, 5 190, 110 173,1 591 439
Ilha Terceira,Alojamento Local,2016,Dezembro,  367, 4 846, 115 969, 5 717, 110 173,1 591 439
Ilha Terceira,Alojamento Local,2017,Janeiro,  424, 15 187, 115 969, 5 479, 125 746,1 591 439
Ilha Terceira,Alojamento Local,2017,Fevereiro,  473, 15 187, 115 969, 6 060, 125 746,1 591 439
Ilha Terceira,Alojamento Local,2017,Março,  609, 15 187, 115 969, 8 639, 125 746,1 591 439
Ilha Terceira,Alojamento Local,2017,Abril,  955, 15 187, 115 969, 10 391, 125 746,1 591 439
Ilha Terceira,Alojamento Local,2017,Maio,  952, 15 187, 115 969, 11 874, 125 746,1 591 439
Ilha Terceira,Alojamento Local,2017,Junho, 1 643, 15 187, 115 969, 13 995, 125 746,1 591 439
Ilha Terceira,Alojamento Local,2017,Julho, 2 536, 15 187, 115 969, 15 998, 125 746,1 591 439
Ilha Terceira,Alojamento Local,2017,Agosto, 3 113, 15 187, 115 969, 17 747, 125 746,1 591 439
Ilha Terceira,Alojamento Local,2017,Setembro, 1 991, 15 187, 115 969, 13 249, 125 746,1 591 439
Ilha Terceira,Alojamento Local,2017,Outubro, 1 204, 15 187, 115 969, 10 123, 125 746,1 591 439
Ilha Terceira,Alojamento Local,2017,Novembro,  706, 15 187, 115 969, 6 408, 125 746,1 591 439
Ilha Terceira,Alojamento Local,2017,Dezembro,  581, 15 187, 115 969, 5 783, 125 746,1 591 439
Ilha Terceira,Alojamento Local,2018,Janeiro,  759, 25 667, 115 969, 7 291, 137 921,1 591 439
Ilha Terceira,Alojamento Local,2018,Fevereiro,  933, 25 667, 115 969, 7 336, 137 921,1 591 439
Ilha Terceira,Alojamento Local,2018,Março, 1 322, 25 667, 115 969, 9 372, 137 921,1 591 439
Ilha Terceira,Alojamento Local,2018,Abril, 1 607, 25 667, 115 969, 10 702, 137 921,1 591 439
Ilha Terceira,Alojamento Local,2018,Maio, 2 235, 25 667, 115 969, 12 138, 137 921,1 591 439
Ilha Terceira,Alojamento Local,2018,Junho, 2 741, 25 667, 115 969, 13 908, 137 921,1 591 439
Ilha Terceira,Alojamento Local,2018,Julho, 4 269, 25 667, 115 969, 18 200, 137 921,1 591 439
Ilha Terceira,Alojamento Local,2018,Agosto, 5 301, 25 667, 115 969, 20 827, 137 921,1 591 439
Ilha Terceira,Alojamento Local,2018,Setembro, 3 179, 25 667, 115 969, 15 529, 137 921,1 591 439
Ilha Terceira,Alojamento Local,2018,Outubro, 1 802, 25 667, 115 969, 10 750, 137 921,1 591 439
Ilha Terceira,Alojamento Local,2018,Novembro,  917, 25 667, 115 969, 6 742, 137 921,1 591 439
Ilha Terceira,Alojamento Local,2018,Dezembro,  602, 25 667, 115 969, 5 126, 137 921,1 591 439
Ilha Terceira,Alojamento Local,2019,Janeiro, 1 022, 31 224, 115 969, 6 332, 143 545,1 591 439
Ilha Terceira,Alojamento Local,2019,Fevereiro, 1 152, 31 224, 115 969, 6 638, 143 545,1 591 439
Ilha Terceira,Alojamento Local,2019,Março, 1 474, 31 224, 115 969, 8 240, 143 545,1 591 439
Ilha Terceira,Alojamento Local,2019,Abril, 2 283, 31 224, 115 969, 11 590, 143 545,1 591 439
Ilha Terceira,Alojamento Local,2019,Maio, 2 397, 31 224, 115 969, 13 426, 143 545,1 591 439
Ilha Terceira,Alojamento Local,2019,Junho, 3 629, 31 224, 115 969, 16 070, 143 545,1 591 439
Ilha Terceira,Alojamento Local,2019,Julho, 5 272, 31 224, 115 969, 18 597, 143 545,1 591 439
Ilha Terceira,Alojamento Local,2019,Agosto, 6 250, 31 224, 115 969, 21 448, 143 545,1 591 439
Ilha Terceira,Alojamento Local,2019,Setembro, 3 425, 31 224, 115 969, 14 146, 143 545,1 591 439
Ilha Terceira,Alojamento Local,2019,Outubro, 1 969, 31 224, 115 969, 11 049, 143 545,1 591 439
Ilha Terceira,Alojamento Local,2019,Novembro, 1 301, 31 224, 115 969, 7 555, 143 545,1 591 439
Ilha Terceira,Alojamento Local,2019,Dezembro, 1 050, 31 224, 115 969, 8 454, 143 545,1 591 439
Ilha Terceira,Alojamento Local,2020,Janeiro, 1 418, 10 264, 115 969, 8 107, 47 661,1 591 439
Ilha Terceira,Alojamento Local,2020,Fevereiro, 1 449, 10 264, 115 969, 8 334, 47 661,1 591 439
Ilha Terceira,Alojamento Local,2020,Março,  631, 10 264, 115 969, 4 020, 47 661,1 591 439
Ilha Terceira,Alojamento Local,2020,Abril,  49, 10 264, 115 969,  49, 47 661,1 591 439
Ilha Terceira,Alojamento Local,2020,Maio,  109, 10 264, 115 969,  109, 47 661,1 591 439
Ilha Terceira,Alojamento Local,2020,Junho,  304, 10 264, 115 969,  863, 47 661,1 591 439
Ilha Terceira,Alojamento Local,2020,Julho,  913, 10 264, 115 969, 3 457, 47 661,1 591 439
Ilha Terceira,Alojamento Local,2020,Agosto, 2 039, 10 264, 115 969, 6 682, 47 661,1 591 439
Ilha Terceira,Alojamento Local,2020,Setembro, 1 024, 10 264, 115 969, 4 867, 47 661,1 591 439
Ilha Terceira,Alojamento Local,2020,Outubro,  977, 10 264, 115 969, 4 741, 47 661,1 591 439
Ilha Terceira,Alojamento Local,2020,Novembro,  658, 10 264, 115 969, 3 541, 47 661,1 591 439
Ilha Terceira,Alojamento Local,2020,Dezembro,  693, 10 264, 115 969, 2 891, 47 661,1 591 439
Ilha Terceira,Alojamento Local,2021,Janeiro,  686, 24 314, 115 969, 2 923, 96 149,1 591 439
Ilha Terceira,Alojamento Local,2021,Fevereiro,  653, 24 314, 115 969, 3 027, 96 149,1 591 439
Ilha Terceira,Alojamento Local,2021,Março,  661, 24 314, 115 969, 3 329, 96 149,1 591 439
