Sector2,Ano2,MesDesc2,textbox_MatrixRow_EnergiaConsumida2,Textbox11,
São Miguel,Comércio e Serviços,1988,Junho,0,0
São Miguel,Comércio e Serviços,1988,Julho,0,0
São Miguel,Comércio e Serviços,1988,Agosto,0,0
São Miguel,Comércio e Serviços,1988,Setembro,0,0
São Miguel,Comércio e Serviços,1988,Outubro,0,0
São Miguel,Comércio e Serviços,1988,Novembro,0,0
São Miguel,Comércio e Serviços,1988,Dezembro,0,0
São Miguel,Comércio e Serviços,1989,Janeiro,0,0
São Miguel,Comércio e Serviços,1989,Fevereiro,0,0
São Miguel,Comércio e Serviços,1989,Março,0,0
São Miguel,Comércio e Serviços,1989,Abril,0,0
São Miguel,Comércio e Serviços,1989,Maio,0,0
São Miguel,Comércio e Serviços,1989,Junho,0,0
São Miguel,Comércio e Serviços,1989,Julho,0,0
São Miguel,Comércio e Serviços,1989,Agosto,0,0
São Miguel,Comércio e Serviços,1989,Setembro,0,0
São Miguel,Comércio e Serviços,1989,Outubro,0,0
São Miguel,Comércio e Serviços,1989,Novembro,0,0
São Miguel,Comércio e Serviços,1989,Dezembro,0,0
São Miguel,Comércio e Serviços,1990,Janeiro,0,0
São Miguel,Comércio e Serviços,1990,Fevereiro,0,0
São Miguel,Comércio e Serviços,1990,Março,0,0
São Miguel,Comércio e Serviços,1990,Abril,0,0
São Miguel,Comércio e Serviços,1990,Maio,0,0
São Miguel,Comércio e Serviços,1990,Junho,0,0
São Miguel,Comércio e Serviços,1990,Julho,0,0
São Miguel,Comércio e Serviços,1990,Agosto,0,0
São Miguel,Comércio e Serviços,1990,Setembro,0,0
São Miguel,Comércio e Serviços,1990,Outubro,0,0
São Miguel,Comércio e Serviços,1990,Novembro,0,0
São Miguel,Comércio e Serviços,1990,Dezembro,0,0
São Miguel,Comércio e Serviços,1991,Janeiro,2 749 376,20 309 177
São Miguel,Comércio e Serviços,1991,Fevereiro,2 859 015,21 370 923
São Miguel,Comércio e Serviços,1991,Março,2 628 060,19 703 630
São Miguel,Comércio e Serviços,1991,Abril,2 552 499,19 930 352
São Miguel,Comércio e Serviços,1991,Maio,2 671 285,20 688 617
São Miguel,Comércio e Serviços,1991,Junho,2 826 929,20 675 935
São Miguel,Comércio e Serviços,1991,Julho,3 035 957,21 268 660
São Miguel,Comércio e Serviços,1991,Agosto,3 800 032,23 507 706
São Miguel,Comércio e Serviços,1991,Setembro,3 517 593,25 420 555
São Miguel,Comércio e Serviços,1991,Outubro,3 840 723,25 245 011
São Miguel,Comércio e Serviços,1991,Novembro,3 477 307,24 636 325
São Miguel,Comércio e Serviços,1991,Dezembro,3 169 779,23 719 731
São Miguel,Comércio e Serviços,1992,Janeiro,3 455 852,24 277 500
São Miguel,Comércio e Serviços,1992,Fevereiro,3 133 470,22 604 869
São Miguel,Comércio e Serviços,1992,Março,2 911 807,21 539 135
São Miguel,Comércio e Serviços,1992,Abril,3 187 021,23 232 935
São Miguel,Comércio e Serviços,1992,Maio,3 907 546,25 052 501
São Miguel,Comércio e Serviços,1992,Junho,2 700 008,23 384 236
São Miguel,Comércio e Serviços,1992,Julho,3 471 415,24 148 367
São Miguel,Comércio e Serviços,1992,Agosto,3 749 970,22 813 610
São Miguel,Comércio e Serviços,1992,Setembro,4 522 066,26 522 880
São Miguel,Comércio e Serviços,1992,Outubro,4 173 153,26 781 787
São Miguel,Comércio e Serviços,1992,Novembro,3 213 333,23 633 564
São Miguel,Comércio e Serviços,1992,Dezembro,3 619 171,23 879 395
São Miguel,Comércio e Serviços,1993,Janeiro,3 390 708,25 735 144
São Miguel,Comércio e Serviços,1993,Fevereiro,3 262 856,22 846 525
São Miguel,Comércio e Serviços,1993,Março,3 385 017,23 349 923
São Miguel,Comércio e Serviços,1993,Abril,3 471 714,23 174 425
São Miguel,Comércio e Serviços,1993,Maio,3 601 628,23 544 420
São Miguel,Comércio e Serviços,1993,Junho,4 174 844,25 466 592
São Miguel,Comércio e Serviços,1993,Julho,4 242 201,24 741 865
São Miguel,Comércio e Serviços,1993,Agosto,4 299 926,24 955 274
São Miguel,Comércio e Serviços,1993,Setembro,4 226 513,25 649 601
São Miguel,Comércio e Serviços,1993,Outubro,3 968 891,26 241 036
São Miguel,Comércio e Serviços,1993,Novembro,4 054 639,26 417 251
São Miguel,Comércio e Serviços,1993,Dezembro,3 999 738,26 698 949
São Miguel,Comércio e Serviços,1994,Janeiro,3 552 364,25 359 244
São Miguel,Comércio e Serviços,1994,Fevereiro,3 740 284,24 795 222
São Miguel,Comércio e Serviços,1994,Março,3 803 050,23 548 281
São Miguel,Comércio e Serviços,1994,Abril,3 708 879,23 788 608
São Miguel,Comércio e Serviços,1994,Maio,3 948 254,24 223 890
São Miguel,Comércio e Serviços,1994,Junho,3 849 840,24 963 264
São Miguel,Comércio e Serviços,1994,Julho,4 095 477,25 051 451
São Miguel,Comércio e Serviços,1994,Agosto,4 619 898,26 791 925
São Miguel,Comércio e Serviços,1994,Setembro,4 177 661,25 626 826
São Miguel,Comércio e Serviços,1994,Outubro,4 600 244,26 766 716
São Miguel,Comércio e Serviços,1994,Novembro,4 160 223,27 103 226
São Miguel,Comércio e Serviços,1994,Dezembro,3 979 363,26 094 935
São Miguel,Comércio e Serviços,1995,Janeiro,4 002 606,26 071 566
São Miguel,Comércio e Serviços,1995,Fevereiro,3 889 237,23 783 913
São Miguel,Comércio e Serviços,1995,Março,4 064 824,24 958 399
São Miguel,Comércio e Serviços,1995,Abril,3 532 974,24 917 140
São Miguel,Comércio e Serviços,1995,Maio,4 004 456,25 788 371
São Miguel,Comércio e Serviços,1995,Junho,4 149 995,26 432 394
São Miguel,Comércio e Serviços,1995,Julho,4 451 241,26 441 335
São Miguel,Comércio e Serviços,1995,Agosto,4 050 776,25 883 721
São Miguel,Comércio e Serviços,1995,Setembro,4 763 926,29 465 445
São Miguel,Comércio e Serviços,1995,Outubro,4 534 632,28 013 549
São Miguel,Comércio e Serviços,1995,Novembro,4 750 401,27 799 106
São Miguel,Comércio e Serviços,1995,Dezembro,4 270 525,26 126 953
São Miguel,Comércio e Serviços,1996,Janeiro,4 342 551,27 108 059
São Miguel,Comércio e Serviços,1996,Fevereiro,3 976 536,27 728 268
São Miguel,Comércio e Serviços,1996,Março,3 923 968,25 963 191
São Miguel,Comércio e Serviços,1996,Abril,4 148 936,26 778 073
São Miguel,Comércio e Serviços,1996,Maio,4 048 614,26 926 373
São Miguel,Comércio e Serviços,1996,Junho,4 423 927,27 684 386
São Miguel,Comércio e Serviços,1996,Julho,4 255 539,27 454 147
São Miguel,Comércio e Serviços,1996,Agosto,5 047 756,30 902 215
São Miguel,Comércio e Serviços,1996,Setembro,5 082 100,29 780 267
São Miguel,Comércio e Serviços,1996,Outubro,4 697 791,29 236 892
São Miguel,Comércio e Serviços,1996,Novembro,4 954 579,30 769 683
São Miguel,Comércio e Serviços,1996,Dezembro,4 004 949,27 221 725
São Miguel,Comércio e Serviços,1997,Janeiro,4 525 697,31 255 658
São Miguel,Comércio e Serviços,1997,Fevereiro,3 987 666,27 713 715
São Miguel,Comércio e Serviços,1997,Março,4 003 255,26 298 105
São Miguel,Comércio e Serviços,1997,Abril,4 353 731,28 359 207
São Miguel,Comércio e Serviços,1997,Maio,4 207 045,28 223 542
São Miguel,Comércio e Serviços,1997,Junho,4 275 065,28 027 032
São Miguel,Comércio e Serviços,1997,Julho,4 851 491,30 124 021
São Miguel,Comércio e Serviços,1997,Agosto,5 221 515,31 087 075
São Miguel,Comércio e Serviços,1997,Setembro,5 073 107,31 076 713
São Miguel,Comércio e Serviços,1997,Outubro,5 086 342,31 450 421
São Miguel,Comércio e Serviços,1997,Novembro,4 544 666,31 099 417
São Miguel,Comércio e Serviços,1997,Dezembro,4 398 992,29 936 437
São Miguel,Comércio e Serviços,1998,Janeiro,5 041 312,31 977 755
São Miguel,Comércio e Serviços,1998,Fevereiro,4 231 514,29 614 166
São Miguel,Comércio e Serviços,1998,Março,4 695 470,29 635 545
São Miguel,Comércio e Serviços,1998,Abril,4 517 993,31 245 521
São Miguel,Comércio e Serviços,1998,Maio,4 537 237,30 077 807
São Miguel,Comércio e Serviços,1998,Junho,4 609 450,30 518 011
São Miguel,Comércio e Serviços,1998,Julho,5 514 480,33 017 693
São Miguel,Comércio e Serviços,1998,Agosto,5 557 750,34 031 701
São Miguel,Comércio e Serviços,1998,Setembro,5 741 818,35 011 553
São Miguel,Comércio e Serviços,1998,Outubro,5 999 497,35 527 480
São Miguel,Comércio e Serviços,1998,Novembro,5 187 071,33 064 149
São Miguel,Comércio e Serviços,1998,Dezembro,5 324 935,33 151 154
São Miguel,Comércio e Serviços,1999,Janeiro,5 412 575,35 311 414
São Miguel,Comércio e Serviços,1999,Fevereiro,4 635 002,31 165 699
São Miguel,Comércio e Serviços,1999,Março,5 171 541,31 671 670
São Miguel,Comércio e Serviços,1999,Abril,5 461 092,34 737 266
São Miguel,Comércio e Serviços,1999,Maio,5 083 927,32 120 619
São Miguel,Comércio e Serviços,1999,Junho,5 715 039,35 666 193
São Miguel,Comércio e Serviços,1999,Julho,5 870 843,35 101 610
São Miguel,Comércio e Serviços,1999,Agosto,6 438 969,38 032 300
São Miguel,Comércio e Serviços,1999,Setembro,6 411 559,37 658 025
São Miguel,Comércio e Serviços,1999,Outubro,6 078 982,36 333 636
São Miguel,Comércio e Serviços,1999,Novembro,5 608 086,35 906 333
São Miguel,Comércio e Serviços,1999,Dezembro,5 300 279,34 316 360
São Miguel,Comércio e Serviços,2000,Janeiro,6 152 458,37 745 383
São Miguel,Comércio e Serviços,2000,Fevereiro,5 322 675,35 688 764
São Miguel,Comércio e Serviços,2000,Março,5 744 227,36 157 092
São Miguel,Comércio e Serviços,2000,Abril,5 498 630,34 784 898
São Miguel,Comércio e Serviços,2000,Maio,5 896 061,36 392 403
São Miguel,Comércio e Serviços,2000,Junho,6 052 650,36 387 031
São Miguel,Comércio e Serviços,2000,Julho,6 366 778,37 215 691
São Miguel,Comércio e Serviços,2000,Agosto,6 642 243,39 389 736
São Miguel,Comércio e Serviços,2000,Setembro,6 921 727,39 987 763
São Miguel,Comércio e Serviços,2000,Outubro,6 980 670,39 901 853
São Miguel,Comércio e Serviços,2000,Novembro,6 709 283,39 883 839
São Miguel,Comércio e Serviços,2000,Dezembro,5 979 031,37 196 263
São Miguel,Comércio e Serviços,2001,Janeiro,6 778 710,41 114 448
São Miguel,Comércio e Serviços,2001,Fevereiro,5 526 253,36 375 553
São Miguel,Comércio e Serviços,2001,Março,6 171 670,38 828 616
São Miguel,Comércio e Serviços,2001,Abril,6 178 232,38 517 820
São Miguel,Comércio e Serviços,2001,Maio,6 635 657,40 676 518
São Miguel,Comércio e Serviços,2001,Junho,6 322 913,38 705 833
São Miguel,Comércio e Serviços,2001,Julho,7 214 169,40 742 436
São Miguel,Comércio e Serviços,2001,Agosto,7 616 397,43 452 761
São Miguel,Comércio e Serviços,2001,Setembro,7 824 898,43 123 742
São Miguel,Comércio e Serviços,2001,Outubro,7 845 051,42 460 937
São Miguel,Comércio e Serviços,2001,Novembro,7 471 257,42 515 047
São Miguel,Comércio e Serviços,2001,Dezembro,6 611 912,38 687 575
São Miguel,Comércio e Serviços,2002,Janeiro,7 533 561,45 738 629
São Miguel,Comércio e Serviços,2002,Fevereiro,6 912 027,41 778 115
São Miguel,Comércio e Serviços,2002,Março,6 683 708,39 575 220
São Miguel,Comércio e Serviços,2002,Abril,6 917 580,42 311 647
São Miguel,Comércio e Serviços,2002,Maio,7 618 885,43 887 019
São Miguel,Comércio e Serviços,2002,Junho,7 767 054,42 636 599
São Miguel,Comércio e Serviços,2002,Julho,8 361 390,43 853 555
São Miguel,Comércio e Serviços,2002,Agosto,9 262 018,46 996 834
São Miguel,Comércio e Serviços,2002,Setembro,8 461 155,46 004 940
São Miguel,Comércio e Serviços,2002,Outubro,8 340 689,45 462 633
São Miguel,Comércio e Serviços,2002,Novembro,8 284 078,46 256 487
São Miguel,Comércio e Serviços,2002,Dezembro,7 641 873,41 268 496
São Miguel,Comércio e Serviços,2003,Janeiro,8 521 532,48 509 513
São Miguel,Comércio e Serviços,2003,Fevereiro,7 622 921,45 178 475
São Miguel,Comércio e Serviços,2003,Março,7 102 065,43 123 925
São Miguel,Comércio e Serviços,2003,Abril,8 064 536,45 035 600
São Miguel,Comércio e Serviços,2003,Maio,8 321 277,44 688 310
São Miguel,Comércio e Serviços,2003,Junho,8 565 853,45 596 997
São Miguel,Comércio e Serviços,2003,Julho,8 837 565,46 554 441
São Miguel,Comércio e Serviços,2003,Agosto,9 776 481,47 350 669
São Miguel,Comércio e Serviços,2003,Setembro,9 647 755,48 868 122
São Miguel,Comércio e Serviços,2003,Outubro,10 294 959,50 041 865
São Miguel,Comércio e Serviços,2003,Novembro,9 578 485,47 441 850
São Miguel,Comércio e Serviços,2003,Dezembro,9 512 323,47 747 483
São Miguel,Comércio e Serviços,2004,Janeiro,10 335 603,50 233 494
São Miguel,Comércio e Serviços,2004,Fevereiro,9 279 727,46 510 730
São Miguel,Comércio e Serviços,2004,Março,9 196 897,49 549 697
São Miguel,Comércio e Serviços,2004,Abril,10 242 580,51 871 794
São Miguel,Comércio e Serviços,2004,Maio,9 672 323,48 079 244
São Miguel,Comércio e Serviços,2004,Junho,10 782 000,50 449 769
São Miguel,Comércio e Serviços,2004,Julho,11 374 654,52 002 164
São Miguel,Comércio e Serviços,2004,Agosto,11 808 918,52 824 453
São Miguel,Comércio e Serviços,2004,Setembro,11 980 602,54 944 479
São Miguel,Comércio e Serviços,2004,Outubro,11 278 045,55 443 159
São Miguel,Comércio e Serviços,2004,Novembro,10 927 023,54 003 871
São Miguel,Comércio e Serviços,2004,Dezembro,10 815 852,56 109 407
São Miguel,Comércio e Serviços,2005,Janeiro,9 853 199,54 572 016
São Miguel,Comércio e Serviços,2005,Fevereiro,9 986 712,52 583 650
São Miguel,Comércio e Serviços,2005,Março,10 890 689,55 264 469
São Miguel,Comércio e Serviços,2005,Abril,9 971 420,53 839 766
São Miguel,Comércio e Serviços,2005,Maio,10 727 905,53 963 330
São Miguel,Comércio e Serviços,2005,Junho,11 249 075,56 092 314
São Miguel,Comércio e Serviços,2005,Julho,10 958 805,54 427 381
São Miguel,Comércio e Serviços,2005,Agosto,12 736 377,59 248 674
São Miguel,Comércio e Serviços,2005,Setembro,12 488 392,59 073 665
São Miguel,Comércio e Serviços,2005,Outubro,11 539 951,56 926 263
São Miguel,Comércio e Serviços,2005,Novembro,10 974 885,55 757 369
São Miguel,Comércio e Serviços,2005,Dezembro,10 695 455,55 772 552
São Miguel,Comércio e Serviços,2006,Janeiro,11 312 118,57 946 841
São Miguel,Comércio e Serviços,2006,Fevereiro,9 582 814,54 166 490
São Miguel,Comércio e Serviços,2006,Março,11 089 784,59 635 501
São Miguel,Comércio e Serviços,2006,Abril,9 943 651,53 792 510
São Miguel,Comércio e Serviços,2006,Maio,11 412 611,59 986 124
São Miguel,Comércio e Serviços,2006,Junho,11 003 273,56 911 744
São Miguel,Comércio e Serviços,2006,Julho,11 708 350,57 257 106
São Miguel,Comércio e Serviços,2006,Agosto,13 270 122,62 710 518
São Miguel,Comércio e Serviços,2006,Setembro,12 370 062,60 804 226
São Miguel,Comércio e Serviços,2006,Outubro,12 348 722,61 010 211
São Miguel,Comércio e Serviços,2006,Novembro,11 285 587,58 289 269
São Miguel,Comércio e Serviços,2006,Dezembro,11 979 767,60 657 363
São Miguel,Comércio e Serviços,2007,Janeiro,11 801 854,60 962 044
São Miguel,Comércio e Serviços,2007,Fevereiro,11 139 408,58 078 610
São Miguel,Comércio e Serviços,2007,Março,10 838 053,60 172 735
São Miguel,Comércio e Serviços,2007,Abril,10 879 219,57 854 129
São Miguel,Comércio e Serviços,2007,Maio,12 159 927,60 807 790
São Miguel,Comércio e Serviços,2007,Junho,11 922 536,59 509 146
São Miguel,Comércio e Serviços,2007,Julho,13 109 890,60 628 670
São Miguel,Comércio e Serviços,2007,Agosto,13 888 162,64 380 839
São Miguel,Comércio e Serviços,2007,Setembro,13 359 189,62 899 805
São Miguel,Comércio e Serviços,2007,Outubro,12 914 104,62 861 401
São Miguel,Comércio e Serviços,2007,Novembro,12 209 061,60 095 189
São Miguel,Comércio e Serviços,2007,Dezembro,11 893 467,60 015 108
São Miguel,Comércio e Serviços,2008,Janeiro,12 752 080,65 288 766
São Miguel,Comércio e Serviços,2008,Fevereiro,11 460 079,60 548 955
São Miguel,Comércio e Serviços,2008,Março,10 771 942,58 478 484
São Miguel,Comércio e Serviços,2008,Abril,11 488 834,59 038 760
São Miguel,Comércio e Serviços,2008,Maio,12 981 883,63 988 139
São Miguel,Comércio e Serviços,2008,Junho,12 256 871,59 552 507
São Miguel,Comércio e Serviços,2008,Julho,13 674 328,64 127 370
São Miguel,Comércio e Serviços,2008,Agosto,14 500 643,66 155 821
São Miguel,Comércio e Serviços,2008,Setembro,14 196 704,64 784 090
São Miguel,Comércio e Serviços,2008,Outubro,14 375 655,67 738 226
São Miguel,Comércio e Serviços,2008,Novembro,12 531 612,62 015 172
São Miguel,Comércio e Serviços,2008,Dezembro,12 283 190,61 985 825
São Miguel,Comércio e Serviços,2009,Janeiro,13 071 064,65 185 488
São Miguel,Comércio e Serviços,2009,Fevereiro,11 139 604,58 131 616
São Miguel,Comércio e Serviços,2009,Março,11 421 128,61 426 683
São Miguel,Comércio e Serviços,2009,Abril,11 912 828,62 782 565
São Miguel,Comércio e Serviços,2009,Maio,12 089 847,61 219 909
São Miguel,Comércio e Serviços,2009,Junho,12 093 654,60 028 950
São Miguel,Comércio e Serviços,2009,Julho,13 393 654,64 563 236
São Miguel,Comércio e Serviços,2009,Agosto,13 850 437,64 588 539
São Miguel,Comércio e Serviços,2009,Setembro,14 399 436,66 558 532
São Miguel,Comércio e Serviços,2009,Outubro,13 792 106,66 618 130
São Miguel,Comércio e Serviços,2009,Novembro,12 151 830,61 621 589
São Miguel,Comércio e Serviços,2009,Dezembro,12 253 325,64 022 070
São Miguel,Comércio e Serviços,2010,Janeiro,12 757 164,65 790 155
São Miguel,Comércio e Serviços,2010,Fevereiro,11 084 590,60 277 859
São Miguel,Comércio e Serviços,2010,Março,11 630 488,64 143 707
São Miguel,Comércio e Serviços,2010,Abril,11 969 110,64 715 359
São Miguel,Comércio e Serviços,2010,Maio,12 164 201,63 116 383
São Miguel,Comércio e Serviços,2010,Junho,12 459 483,63 081 945
São Miguel,Comércio e Serviços,2010,Julho,14 090 052,66 244 799
São Miguel,Comércio e Serviços,2010,Agosto,14 479 174,66 974 884
São Miguel,Comércio e Serviços,2010,Setembro,14 545 411,69 096 436
São Miguel,Comércio e Serviços,2010,Outubro,14 151 239,67 613 265
São Miguel,Comércio e Serviços,2010,Novembro,12 718 536,63 258 867
São Miguel,Comércio e Serviços,2010,Dezembro,12 399 125,64 328 027
São Miguel,Comércio e Serviços,2011,Janeiro,12 849 590,66 036 782
São Miguel,Comércio e Serviços,2011,Fevereiro,11 042 978,60 873 759
São Miguel,Comércio e Serviços,2011,Março,11 981 539,65 375 540
São Miguel,Comércio e Serviços,2011,Abril,11 576 802,61 009 283
São Miguel,Comércio e Serviços,2011,Maio,12 188 196,63 639 402
São Miguel,Comércio e Serviços,2011,Junho,12 721 467,62 205 387
São Miguel,Comércio e Serviços,2011,Julho,13 452 905,63 616 353
São Miguel,Comércio e Serviços,2011,Agosto,14 823 119,68 592 305
São Miguel,Comércio e Serviços,2011,Setembro,14 766 009,68 959 235
São Miguel,Comércio e Serviços,2011,Outubro,13 296 042,65 613 736
São Miguel,Comércio e Serviços,2011,Novembro,12 149 634,62 041 513
São Miguel,Comércio e Serviços,2011,Dezembro,12 157 950,62 793 703
São Miguel,Comércio e Serviços,2012,Janeiro,11 065 922,60 722 083
São Miguel,Comércio e Serviços,2012,Fevereiro,11 008 515,59 021 581
São Miguel,Comércio e Serviços,2012,Março,11 555 601,61 373 319
São Miguel,Comércio e Serviços,2012,Abril,11 101 456,59 236 997
São Miguel,Comércio e Serviços,2012,Maio,12 076 958,61 557 107
São Miguel,Comércio e Serviços,2012,Junho,11 867 652,58 938 212
São Miguel,Comércio e Serviços,2012,Julho,12 857 834,62 223 383
São Miguel,Comércio e Serviços,2012,Agosto,13 539 287,64 312 825
São Miguel,Comércio e Serviços,2012,Setembro,12 914 138,62 545 816
São Miguel,Comércio e Serviços,2012,Outubro,12 382 560,62 948 476
São Miguel,Comércio e Serviços,2012,Novembro,11 355 944,60 785 941
São Miguel,Comércio e Serviços,2012,Dezembro,10 735 904,57 672 082
São Miguel,Comércio e Serviços,2013,Janeiro,11 421 010,63 277 051
São Miguel,Comércio e Serviços,2013,Fevereiro,9 864 783,55 971 285
São Miguel,Comércio e Serviços,2013,Março,10 292 594,56 078 391
São Miguel,Comércio e Serviços,2013,Abril,10 491 667,58 509 340
São Miguel,Comércio e Serviços,2013,Maio,11 179 532,60 536 589
São Miguel,Comércio e Serviços,2013,Junho,11 069 234,57 530 854
São Miguel,Comércio e Serviços,2013,Julho,12 278 254,60 384 726
São Miguel,Comércio e Serviços,2013,Agosto,13 214 649,63 984 695
São Miguel,Comércio e Serviços,2013,Setembro,12 503 633,61 942 347
São Miguel,Comércio e Serviços,2013,Outubro,12 481 421,63 447 905
São Miguel,Comércio e Serviços,2013,Novembro,11 638 881,60 655 545
São Miguel,Comércio e Serviços,2013,Dezembro,10 851 924,57 349 266
São Miguel,Comércio e Serviços,2014,Janeiro,11 323 782,62 768 667
São Miguel,Comércio e Serviços,2014,Fevereiro,10 044 766,55 987 049
São Miguel,Comércio e Serviços,2014,Março,10 470 773,57 779 921
São Miguel,Comércio e Serviços,2014,Abril,10 471 656,55 844 612
São Miguel,Comércio e Serviços,2014,Maio,11 643 512,60 704 145
São Miguel,Comércio e Serviços,2014,Junho,11 445 449,57 447 463
São Miguel,Comércio e Serviços,2014,Julho,12 770 402,61 906 945
São Miguel,Comércio e Serviços,2014,Agosto,13 702 517,64 553 123
São Miguel,Comércio e Serviços,2014,Setembro,12 654 420,61 442 558
São Miguel,Comércio e Serviços,2014,Outubro,12 802 982,63 669 742
São Miguel,Comércio e Serviços,2014,Novembro,11 303 095,58 141 037
São Miguel,Comércio e Serviços,2014,Dezembro,11 004 988,58 102 034
São Miguel,Comércio e Serviços,2015,Janeiro,11 306 622,61 258 722
São Miguel,Comércio e Serviços,2015,Fevereiro,10 256 072,55 814 212
São Miguel,Comércio e Serviços,2015,Março,10 702 441,58 129 297
São Miguel,Comércio e Serviços,2015,Abril,10 679 605,57 900 468
São Miguel,Comércio e Serviços,2015,Maio,11 347 002,58 373 792
São Miguel,Comércio e Serviços,2015,Junho,11 675 441,57 864 851
São Miguel,Comércio e Serviços,2015,Julho,13 809 991,64 561 727
São Miguel,Comércio e Serviços,2015,Agosto,13 607 919,64 187 207
São Miguel,Comércio e Serviços,2015,Setembro,13 217 046,63 051 011
São Miguel,Comércio e Serviços,2015,Outubro,12 893 361,63 330 755
São Miguel,Comércio e Serviços,2015,Novembro,11 289 180,57 578 807
São Miguel,Comércio e Serviços,2015,Dezembro,11 090 794,59 643 691
São Miguel,Comércio e Serviços,2016,Janeiro,11 348 354,61 454 464
São Miguel,Comércio e Serviços,2016,Fevereiro,10 271 606,57 197 919
São Miguel,Comércio e Serviços,2016,Março,11 000 141,60 195 383
São Miguel,Comércio e Serviços,2016,Abril,11 090 296,58 961 560
São Miguel,Comércio e Serviços,2016,Maio,11 703 486,59 639 326
São Miguel,Comércio e Serviços,2016,Junho,11 935 869,58 436 442
São Miguel,Comércio e Serviços,2016,Julho,13 332 437,61 585 164
São Miguel,Comércio e Serviços,2016,Agosto,14 882 639,67 287 854
São Miguel,Comércio e Serviços,2016,Setembro,14 215 571,66 001 018
São Miguel,Comércio e Serviços,2016,Outubro,12 933 744,62 021 627
São Miguel,Comércio e Serviços,2016,Novembro,11 797 861,59 759 041
São Miguel,Comércio e Serviços,2016,Dezembro,11 618 820,59 553 666
São Miguel,Comércio e Serviços,2017,Janeiro,11 359 473,60 253 322
São Miguel,Comércio e Serviços,2017,Fevereiro,10 273 590,55 580 363
São Miguel,Comércio e Serviços,2017,Março,11 440 413,60 674 024
São Miguel,Comércio e Serviços,2017,Abril,10 949 400,57 029 118
São Miguel,Comércio e Serviços,2017,Maio,12 048 757,60 334 366
São Miguel,Comércio e Serviços,2017,Junho,12 462 154,59 650 780
São Miguel,Comércio e Serviços,2017,Julho,13 631 869,62 865 405
São Miguel,Comércio e Serviços,2017,Agosto,14 835 256,65 738 626
São Miguel,Comércio e Serviços,2017,Setembro,14 059 184,65 566 267
São Miguel,Comércio e Serviços,2017,Outubro,13 857 516,64 859 637
São Miguel,Comércio e Serviços,2017,Novembro,12 282 855,61 714 616
São Miguel,Comércio e Serviços,2017,Dezembro,12 014 998,60 316 275
São Miguel,Comércio e Serviços,2018,Janeiro,11 763 967,61 892 639
São Miguel,Comércio e Serviços,2018,Fevereiro,10 843 778,57 284 013
São Miguel,Comércio e Serviços,2018,Março,11 377 241,58 371 626
São Miguel,Comércio e Serviços,2018,Abril,11 345 879,58 115 592
São Miguel,Comércio e Serviços,2018,Maio,12 375 715,61 674 091
São Miguel,Comércio e Serviços,2018,Junho,13 458 065,62 359 743
São Miguel,Comércio e Serviços,2018,Julho,14 165 738,62 922 511
São Miguel,Comércio e Serviços,2018,Agosto,15 446 876,68 267 126
São Miguel,Comércio e Serviços,2018,Setembro,14 872 726,66 252 442
São Miguel,Comércio e Serviços,2018,Outubro,14 234 052,65 343 262
São Miguel,Comércio e Serviços,2018,Novembro,12 722 810,62 090 272
São Miguel,Comércio e Serviços,2018,Dezembro,12 317 560,59 704 301
São Miguel,Comércio e Serviços,2019,Janeiro,12 306 942,62 986 372
São Miguel,Comércio e Serviços,2019,Fevereiro,11 190 880,57 916 952
São Miguel,Comércio e Serviços,2019,Março,11 872 090,59 965 924
São Miguel,Comércio e Serviços,2019,Abril,11 432 974,57 997 435
São Miguel,Comércio e Serviços,2019,Maio,13 199 875,63 683 092
São Miguel,Comércio e Serviços,2019,Junho,12 799 396,58 817 085
São Miguel,Comércio e Serviços,2019,Julho,14 279 849,63 436 050
São Miguel,Comércio e Serviços,2019,Agosto,15 560 655,67 053 576
São Miguel,Comércio e Serviços,2019,Setembro,14 565 898,64 583 071
São Miguel,Comércio e Serviços,2019,Outubro,14 415 120,65 857 111
São Miguel,Comércio e Serviços,2019,Novembro,12 901 019,62 522 084
São Miguel,Comércio e Serviços,2019,Dezembro,12 119 080,58 558 551
São Miguel,Comércio e Serviços,2020,Janeiro,12 613 869,64 863 063
São Miguel,Comércio e Serviços,2020,Fevereiro,11 422 620,58 599 782
São Miguel,Comércio e Serviços,2020,Março,11 105 059,59 012 076
São Miguel,Comércio e Serviços,2020,Abril,9 659 219,56 228 180
São Miguel,Comércio e Serviços,2020,Maio,9 408 335,54 893 665
São Miguel,Comércio e Serviços,2020,Junho,9 147 396,54 907 212
São Miguel,Comércio e Serviços,2020,Julho,11 273 556,60 636 649
São Miguel,Comércio e Serviços,2020,Agosto,12 961 511,63 636 879
São Miguel,Comércio e Serviços,2020,Setembro,12 668 566,62 719 025
São Miguel,Comércio e Serviços,2020,Outubro,12 646 492,63 545 146
São Miguel,Comércio e Serviços,2020,Novembro,11 109 305,59 070 853
São Miguel,Comércio e Serviços,2020,Dezembro,11 397 905,61 298 623
São Miguel,Comércio e Serviços,2021,Janeiro,10 611 570,59 170 216
São Miguel,Comércio e Serviços,2021,Fevereiro,10 044 151,60 702 105
São Miguel,Comércio e Serviços,2021,Março,9 680 484,59 289 288
São Miguel,Comércio e Serviços,2021,Abril,11 856 373,65 800 669
São Miguel,Comércio e Serviços,2021,Maio,11 335 675,60 367 200
