Sector2,Ano2,MesDesc2,textbox_MatrixRow_EnergiaConsumida2,Textbox11,
São Jorge,Cons. Próprio (Industrial),1998,Junho,-,30 518 011
São Jorge,Cons. Próprio (Industrial),1998,Julho,-,33 017 693
São Jorge,Cons. Próprio (Industrial),1998,Agosto,-,34 031 701
São Jorge,Cons. Próprio (Industrial),1998,Setembro,-,35 011 553
São Jorge,Cons. Próprio (Industrial),1998,Outubro,-,35 527 480
São Jorge,Cons. Próprio (Industrial),1998,Novembro,-,33 064 149
São Jorge,Cons. Próprio (Industrial),1998,Dezembro,-,33 151 154
São Jorge,Cons. Próprio (Industrial),1999,Janeiro,-,35 311 414
São Jorge,Cons. Próprio (Industrial),1999,Fevereiro,-,31 165 699
São Jorge,Cons. Próprio (Industrial),1999,Março,-,31 671 670
São Jorge,Cons. Próprio (Industrial),1999,Abril,-,34 737 266
São Jorge,Cons. Próprio (Industrial),1999,Maio,-,32 120 619
São Jorge,Cons. Próprio (Industrial),1999,Junho,-,35 666 193
São Jorge,Cons. Próprio (Industrial),1999,Julho,-,35 101 610
São Jorge,Cons. Próprio (Industrial),1999,Agosto,-,38 032 300
São Jorge,Cons. Próprio (Industrial),1999,Setembro,-,37 658 025
São Jorge,Cons. Próprio (Industrial),1999,Outubro,-,36 333 636
São Jorge,Cons. Próprio (Industrial),1999,Novembro,-,35 906 333
São Jorge,Cons. Próprio (Industrial),1999,Dezembro,-,34 316 360
São Jorge,Cons. Próprio (Industrial),2000,Janeiro,-,37 745 383
São Jorge,Cons. Próprio (Industrial),2000,Fevereiro,-,35 688 764
São Jorge,Cons. Próprio (Industrial),2000,Março,-,36 157 092
São Jorge,Cons. Próprio (Industrial),2000,Abril,-,34 784 898
São Jorge,Cons. Próprio (Industrial),2000,Maio,-,36 392 403
São Jorge,Cons. Próprio (Industrial),2000,Junho,-,36 387 031
São Jorge,Cons. Próprio (Industrial),2000,Julho,-,37 215 691
São Jorge,Cons. Próprio (Industrial),2000,Agosto,-,39 389 736
São Jorge,Cons. Próprio (Industrial),2000,Setembro,-,39 987 763
São Jorge,Cons. Próprio (Industrial),2000,Outubro,-,39 901 853
São Jorge,Cons. Próprio (Industrial),2000,Novembro,-,39 883 839
São Jorge,Cons. Próprio (Industrial),2000,Dezembro,-,37 196 263
São Jorge,Cons. Próprio (Industrial),2001,Janeiro,-,41 114 448
São Jorge,Cons. Próprio (Industrial),2001,Fevereiro,-,36 375 553
São Jorge,Cons. Próprio (Industrial),2001,Março,-,38 828 616
São Jorge,Cons. Próprio (Industrial),2001,Abril,-,38 517 820
São Jorge,Cons. Próprio (Industrial),2001,Maio,-,40 676 518
São Jorge,Cons. Próprio (Industrial),2001,Junho,-,38 705 833
São Jorge,Cons. Próprio (Industrial),2001,Julho,-,40 742 436
São Jorge,Cons. Próprio (Industrial),2001,Agosto,-,43 452 761
São Jorge,Cons. Próprio (Industrial),2001,Setembro,-,43 123 742
São Jorge,Cons. Próprio (Industrial),2001,Outubro,-,42 460 937
São Jorge,Cons. Próprio (Industrial),2001,Novembro,-,42 515 047
São Jorge,Cons. Próprio (Industrial),2001,Dezembro,-,38 687 575
São Jorge,Cons. Próprio (Industrial),2002,Janeiro,-,45 738 629
São Jorge,Cons. Próprio (Industrial),2002,Fevereiro,-,41 778 115
São Jorge,Cons. Próprio (Industrial),2002,Março,-,39 575 220
São Jorge,Cons. Próprio (Industrial),2002,Abril,-,42 311 647
São Jorge,Cons. Próprio (Industrial),2002,Maio,-,43 887 019
São Jorge,Cons. Próprio (Industrial),2002,Junho,-,42 636 599
São Jorge,Cons. Próprio (Industrial),2002,Julho,-,43 853 555
São Jorge,Cons. Próprio (Industrial),2002,Agosto,-,46 996 834
São Jorge,Cons. Próprio (Industrial),2002,Setembro,-,46 004 940
São Jorge,Cons. Próprio (Industrial),2002,Outubro,-,45 462 633
São Jorge,Cons. Próprio (Industrial),2002,Novembro,-,46 256 487
São Jorge,Cons. Próprio (Industrial),2002,Dezembro,-,41 268 496
São Jorge,Cons. Próprio (Industrial),2003,Janeiro,-,48 509 513
São Jorge,Cons. Próprio (Industrial),2003,Fevereiro,-,45 178 475
São Jorge,Cons. Próprio (Industrial),2003,Março,-,43 123 925
São Jorge,Cons. Próprio (Industrial),2003,Abril,-,45 035 600
São Jorge,Cons. Próprio (Industrial),2003,Maio,-,44 688 310
São Jorge,Cons. Próprio (Industrial),2003,Junho,-,45 596 997
São Jorge,Cons. Próprio (Industrial),2003,Julho,-,46 554 441
São Jorge,Cons. Próprio (Industrial),2003,Agosto,-,47 350 669
São Jorge,Cons. Próprio (Industrial),2003,Setembro,-,48 868 122
São Jorge,Cons. Próprio (Industrial),2003,Outubro,-,50 041 865
São Jorge,Cons. Próprio (Industrial),2003,Novembro,-,47 441 850
São Jorge,Cons. Próprio (Industrial),2003,Dezembro,-,47 747 483
São Jorge,Cons. Próprio (Industrial),2004,Janeiro,-,50 233 494
São Jorge,Cons. Próprio (Industrial),2004,Fevereiro,-,46 510 730
São Jorge,Cons. Próprio (Industrial),2004,Março,-,49 549 697
São Jorge,Cons. Próprio (Industrial),2004,Abril,-,51 871 794
São Jorge,Cons. Próprio (Industrial),2004,Maio,-,48 079 244
São Jorge,Cons. Próprio (Industrial),2004,Junho,-,50 449 769
São Jorge,Cons. Próprio (Industrial),2004,Julho,-,52 002 164
São Jorge,Cons. Próprio (Industrial),2004,Agosto,-,52 824 453
São Jorge,Cons. Próprio (Industrial),2004,Setembro,-,54 944 479
São Jorge,Cons. Próprio (Industrial),2004,Outubro,-,55 443 159
São Jorge,Cons. Próprio (Industrial),2004,Novembro,-,54 003 871
São Jorge,Cons. Próprio (Industrial),2004,Dezembro,-,56 109 407
São Jorge,Cons. Próprio (Industrial),2005,Janeiro, 4 603,54 572 016
São Jorge,Cons. Próprio (Industrial),2005,Fevereiro,0,52 583 650
São Jorge,Cons. Próprio (Industrial),2005,Março,0,55 264 469
São Jorge,Cons. Próprio (Industrial),2005,Abril, 2 351,53 839 766
São Jorge,Cons. Próprio (Industrial),2005,Maio,0,53 963 330
São Jorge,Cons. Próprio (Industrial),2005,Junho,0,56 092 314
São Jorge,Cons. Próprio (Industrial),2005,Julho, 40 878,54 427 381
São Jorge,Cons. Próprio (Industrial),2005,Agosto,0,59 248 674
São Jorge,Cons. Próprio (Industrial),2005,Setembro,0,59 073 665
São Jorge,Cons. Próprio (Industrial),2005,Outubro, 7 759,56 926 263
São Jorge,Cons. Próprio (Industrial),2005,Novembro,0,55 757 369
São Jorge,Cons. Próprio (Industrial),2005,Dezembro,0,55 772 552
São Jorge,Cons. Próprio (Industrial),2006,Janeiro, 3 136,57 946 841
São Jorge,Cons. Próprio (Industrial),2006,Fevereiro,0,54 166 490
São Jorge,Cons. Próprio (Industrial),2006,Março,0,59 635 501
São Jorge,Cons. Próprio (Industrial),2006,Abril, 3 186,53 792 510
São Jorge,Cons. Próprio (Industrial),2006,Maio,0,59 986 124
São Jorge,Cons. Próprio (Industrial),2006,Junho,0,56 911 744
São Jorge,Cons. Próprio (Industrial),2006,Julho, 3 681,57 257 106
São Jorge,Cons. Próprio (Industrial),2006,Agosto,0,62 710 518
São Jorge,Cons. Próprio (Industrial),2006,Setembro,0,60 804 226
São Jorge,Cons. Próprio (Industrial),2006,Outubro, 24 972,61 010 211
São Jorge,Cons. Próprio (Industrial),2006,Novembro,354,58 289 269
São Jorge,Cons. Próprio (Industrial),2006,Dezembro,0,60 657 363
São Jorge,Cons. Próprio (Industrial),2007,Janeiro, 10 637,60 962 044
São Jorge,Cons. Próprio (Industrial),2007,Fevereiro,0,58 078 610
São Jorge,Cons. Próprio (Industrial),2007,Março,0,60 172 735
São Jorge,Cons. Próprio (Industrial),2007,Abril,0,57 854 129
São Jorge,Cons. Próprio (Industrial),2007,Maio, 4 654,60 807 790
São Jorge,Cons. Próprio (Industrial),2007,Junho, 12 364,59 509 146
São Jorge,Cons. Próprio (Industrial),2007,Julho, 2 228,60 628 670
São Jorge,Cons. Próprio (Industrial),2007,Agosto,0,64 380 839
São Jorge,Cons. Próprio (Industrial),2007,Setembro,0,62 899 805
São Jorge,Cons. Próprio (Industrial),2007,Outubro, 4 285,62 861 401
São Jorge,Cons. Próprio (Industrial),2007,Novembro,0,60 095 189
São Jorge,Cons. Próprio (Industrial),2007,Dezembro,0,60 015 108
São Jorge,Cons. Próprio (Industrial),2008,Janeiro, 19 200,65 288 766
São Jorge,Cons. Próprio (Industrial),2008,Fevereiro,0,60 548 955
São Jorge,Cons. Próprio (Industrial),2008,Março,0,58 478 484
São Jorge,Cons. Próprio (Industrial),2008,Abril, 9 384,59 038 760
São Jorge,Cons. Próprio (Industrial),2008,Maio, 20 663,63 988 139
São Jorge,Cons. Próprio (Industrial),2008,Junho,0,59 552 507
São Jorge,Cons. Próprio (Industrial),2008,Julho, 10 485,64 127 370
São Jorge,Cons. Próprio (Industrial),2008,Agosto,0,66 155 821
São Jorge,Cons. Próprio (Industrial),2008,Setembro,0,64 784 090
São Jorge,Cons. Próprio (Industrial),2008,Outubro, 14 848,67 738 226
São Jorge,Cons. Próprio (Industrial),2008,Novembro,0,62 015 172
São Jorge,Cons. Próprio (Industrial),2008,Dezembro,0,61 985 825
São Jorge,Cons. Próprio (Industrial),2009,Janeiro, 14 121,65 185 488
São Jorge,Cons. Próprio (Industrial),2009,Fevereiro, 3 737,58 131 616
São Jorge,Cons. Próprio (Industrial),2009,Março, 4 004,61 426 683
São Jorge,Cons. Próprio (Industrial),2009,Abril, 3 174,62 782 565
São Jorge,Cons. Próprio (Industrial),2009,Maio, 3 848,61 219 909
São Jorge,Cons. Próprio (Industrial),2009,Junho, 3 980,60 028 950
São Jorge,Cons. Próprio (Industrial),2009,Julho, 1 630,64 563 236
São Jorge,Cons. Próprio (Industrial),2009,Agosto, 3 777,64 588 539
São Jorge,Cons. Próprio (Industrial),2009,Setembro, 3 827,66 558 532
São Jorge,Cons. Próprio (Industrial),2009,Outubro, 4 083,66 618 130
São Jorge,Cons. Próprio (Industrial),2009,Novembro, 1 688,61 621 589
São Jorge,Cons. Próprio (Industrial),2009,Dezembro, 3 924,64 022 070
São Jorge,Cons. Próprio (Industrial),2010,Janeiro, 2 671,65 790 155
São Jorge,Cons. Próprio (Industrial),2010,Fevereiro, 1 573,60 277 859
São Jorge,Cons. Próprio (Industrial),2010,Março, 3 249,64 143 707
São Jorge,Cons. Próprio (Industrial),2010,Abril, 2 799,64 715 359
São Jorge,Cons. Próprio (Industrial),2010,Maio, 2 374,63 116 383
São Jorge,Cons. Próprio (Industrial),2010,Junho, 3 059,63 081 945
São Jorge,Cons. Próprio (Industrial),2010,Julho, 2 963,66 244 799
São Jorge,Cons. Próprio (Industrial),2010,Agosto, 2 967,66 974 884
São Jorge,Cons. Próprio (Industrial),2010,Setembro, 2 402,69 096 436
São Jorge,Cons. Próprio (Industrial),2010,Outubro, 2 148,67 613 265
São Jorge,Cons. Próprio (Industrial),2010,Novembro,888,63 258 867
São Jorge,Cons. Próprio (Industrial),2010,Dezembro, 2 316,64 328 027
São Jorge,Cons. Próprio (Industrial),2011,Janeiro, 2 105,66 036 782
São Jorge,Cons. Próprio (Industrial),2011,Fevereiro, 2 905,60 873 759
São Jorge,Cons. Próprio (Industrial),2011,Março, 2 411,65 375 540
São Jorge,Cons. Próprio (Industrial),2011,Abril, 2 119,61 009 283
São Jorge,Cons. Próprio (Industrial),2011,Maio, 9 464,63 639 402
São Jorge,Cons. Próprio (Industrial),2011,Junho, 3 206,62 205 387
São Jorge,Cons. Próprio (Industrial),2011,Julho, 2 276,63 616 353
São Jorge,Cons. Próprio (Industrial),2011,Agosto, 3 329,68 592 305
São Jorge,Cons. Próprio (Industrial),2011,Setembro, 3 190,68 959 235
São Jorge,Cons. Próprio (Industrial),2011,Outubro, 2 875,65 613 736
São Jorge,Cons. Próprio (Industrial),2011,Novembro, 2 443,62 041 513
São Jorge,Cons. Próprio (Industrial),2011,Dezembro, 3 114,62 793 703
São Jorge,Cons. Próprio (Industrial),2012,Janeiro, 2 392,60 722 083
São Jorge,Cons. Próprio (Industrial),2012,Fevereiro, 1 770,59 021 581
São Jorge,Cons. Próprio (Industrial),2012,Março, 2 948,61 373 319
São Jorge,Cons. Próprio (Industrial),2012,Abril, 2 504,59 236 997
São Jorge,Cons. Próprio (Industrial),2012,Maio, 2 983,61 557 107
São Jorge,Cons. Próprio (Industrial),2012,Junho, 2 585,58 938 212
São Jorge,Cons. Próprio (Industrial),2012,Julho, 2 961,62 223 383
São Jorge,Cons. Próprio (Industrial),2012,Agosto, 2 673,64 312 825
São Jorge,Cons. Próprio (Industrial),2012,Setembro, 2 552,62 545 816
São Jorge,Cons. Próprio (Industrial),2012,Outubro, 3 884,62 948 476
São Jorge,Cons. Próprio (Industrial),2012,Novembro, 2 765,60 785 941
São Jorge,Cons. Próprio (Industrial),2012,Dezembro, 2 617,57 672 082
São Jorge,Cons. Próprio (Industrial),2013,Janeiro, 3 149,63 277 051
São Jorge,Cons. Próprio (Industrial),2013,Fevereiro, 3 210,55 971 285
São Jorge,Cons. Próprio (Industrial),2013,Março, 2 636,56 078 391
São Jorge,Cons. Próprio (Industrial),2013,Abril, 2 773,58 509 340
São Jorge,Cons. Próprio (Industrial),2013,Maio, 3 748,60 536 589
São Jorge,Cons. Próprio (Industrial),2013,Junho, 2 809,57 530 854
São Jorge,Cons. Próprio (Industrial),2013,Julho, 2 794,60 384 726
São Jorge,Cons. Próprio (Industrial),2013,Agosto, 3 464,63 984 695
São Jorge,Cons. Próprio (Industrial),2013,Setembro, 2 946,61 942 347
São Jorge,Cons. Próprio (Industrial),2013,Outubro, 3 596,63 447 905
São Jorge,Cons. Próprio (Industrial),2013,Novembro, 2 757,60 655 545
São Jorge,Cons. Próprio (Industrial),2013,Dezembro, 2 959,57 349 266
São Jorge,Cons. Próprio (Industrial),2014,Janeiro, 2 757,62 768 667
São Jorge,Cons. Próprio (Industrial),2014,Fevereiro, 2 273,55 987 049
São Jorge,Cons. Próprio (Industrial),2014,Março, 2 823,57 779 921
São Jorge,Cons. Próprio (Industrial),2014,Abril, 2 564,55 844 612
São Jorge,Cons. Próprio (Industrial),2014,Maio, 3 800,60 704 145
São Jorge,Cons. Próprio (Industrial),2014,Junho, 2 854,57 447 463
São Jorge,Cons. Próprio (Industrial),2014,Julho, 3 183,61 906 945
São Jorge,Cons. Próprio (Industrial),2014,Agosto, 2 598,64 553 123
São Jorge,Cons. Próprio (Industrial),2014,Setembro, 2 836,61 442 558
São Jorge,Cons. Próprio (Industrial),2014,Outubro, 3 051,63 669 742
São Jorge,Cons. Próprio (Industrial),2014,Novembro, 2 566,58 141 037
São Jorge,Cons. Próprio (Industrial),2014,Dezembro, 2 851,58 102 034
São Jorge,Cons. Próprio (Industrial),2015,Janeiro, 2 415,61 258 722
São Jorge,Cons. Próprio (Industrial),2015,Fevereiro, 1 882,55 814 212
São Jorge,Cons. Próprio (Industrial),2015,Março, 2 685,58 129 297
São Jorge,Cons. Próprio (Industrial),2015,Abril, 2 410,57 900 468
São Jorge,Cons. Próprio (Industrial),2015,Maio, 2 921,58 373 792
São Jorge,Cons. Próprio (Industrial),2015,Junho, 2 630,57 864 851
São Jorge,Cons. Próprio (Industrial),2015,Julho, 2 665,64 561 727
São Jorge,Cons. Próprio (Industrial),2015,Agosto, 2 674,64 187 207
São Jorge,Cons. Próprio (Industrial),2015,Setembro,0,63 051 011
São Jorge,Cons. Próprio (Industrial),2015,Outubro,0,63 330 755
São Jorge,Cons. Próprio (Industrial),2015,Novembro, 3 564,57 578 807
São Jorge,Cons. Próprio (Industrial),2015,Dezembro,0,59 643 691
São Jorge,Cons. Próprio (Industrial),2016,Janeiro,0,61 454 464
São Jorge,Cons. Próprio (Industrial),2016,Fevereiro,0,57 197 919
São Jorge,Cons. Próprio (Industrial),2016,Março,0,60 195 383
São Jorge,Cons. Próprio (Industrial),2016,Abril,0,58 961 560
São Jorge,Cons. Próprio (Industrial),2016,Maio,0,59 639 326
São Jorge,Cons. Próprio (Industrial),2016,Junho,0,58 436 442
São Jorge,Cons. Próprio (Industrial),2016,Julho,0,61 585 164
São Jorge,Cons. Próprio (Industrial),2016,Agosto,0,67 287 854
São Jorge,Cons. Próprio (Industrial),2016,Setembro, 33 361,66 001 018
São Jorge,Cons. Próprio (Industrial),2016,Outubro, 3 111,62 021 627
São Jorge,Cons. Próprio (Industrial),2016,Novembro, 2 199,59 759 041
São Jorge,Cons. Próprio (Industrial),2016,Dezembro, 2 716,59 553 666
São Jorge,Cons. Próprio (Industrial),2017,Janeiro, 1 484,60 253 322
São Jorge,Cons. Próprio (Industrial),2017,Fevereiro, 2 222,55 580 363
São Jorge,Cons. Próprio (Industrial),2017,Março, 2 859,60 674 024
São Jorge,Cons. Próprio (Industrial),2017,Abril, 2 278,57 029 118
São Jorge,Cons. Próprio (Industrial),2017,Maio, 2 466,60 334 366
São Jorge,Cons. Próprio (Industrial),2017,Junho, 2 463,59 650 780
São Jorge,Cons. Próprio (Industrial),2017,Julho, 2 213,62 865 405
São Jorge,Cons. Próprio (Industrial),2017,Agosto, 2 915,65 738 626
São Jorge,Cons. Próprio (Industrial),2017,Setembro, 2 373,65 566 267
São Jorge,Cons. Próprio (Industrial),2017,Outubro, 2 812,64 859 637
São Jorge,Cons. Próprio (Industrial),2017,Novembro, 2 240,61 714 616
São Jorge,Cons. Próprio (Industrial),2017,Dezembro, 2 588,60 316 275
São Jorge,Cons. Próprio (Industrial),2018,Janeiro, 3 121,61 892 639
São Jorge,Cons. Próprio (Industrial),2018,Fevereiro, 8 518,57 284 013
São Jorge,Cons. Próprio (Industrial),2018,Março, 2 592,58 371 626
São Jorge,Cons. Próprio (Industrial),2018,Abril, 1 960,58 115 592
São Jorge,Cons. Próprio (Industrial),2018,Maio,- 2 905,61 674 091
São Jorge,Cons. Próprio (Industrial),2018,Junho, 2 543,62 359 743
São Jorge,Cons. Próprio (Industrial),2018,Julho, 1 822,62 922 511
São Jorge,Cons. Próprio (Industrial),2018,Agosto, 2 351,68 267 126
São Jorge,Cons. Próprio (Industrial),2018,Setembro, 2 077,66 252 442
São Jorge,Cons. Próprio (Industrial),2018,Outubro, 2 665,65 343 262
São Jorge,Cons. Próprio (Industrial),2018,Novembro, 2 026,62 090 272
São Jorge,Cons. Próprio (Industrial),2018,Dezembro, 2 072,59 704 301
São Jorge,Cons. Próprio (Industrial),2019,Janeiro, 1 961,62 986 372
São Jorge,Cons. Próprio (Industrial),2019,Fevereiro,- 4 068,57 916 952
São Jorge,Cons. Próprio (Industrial),2019,Março, 1 319,59 965 924
São Jorge,Cons. Próprio (Industrial),2019,Abril, 1 102,57 997 435
São Jorge,Cons. Próprio (Industrial),2019,Maio, 3 585,63 683 092
São Jorge,Cons. Próprio (Industrial),2019,Junho, 1 664,58 817 085
São Jorge,Cons. Próprio (Industrial),2019,Julho, 1 359,63 436 050
São Jorge,Cons. Próprio (Industrial),2019,Agosto, 2 563,67 053 576
São Jorge,Cons. Próprio (Industrial),2019,Setembro, 1 871,64 583 071
São Jorge,Cons. Próprio (Industrial),2019,Outubro, 2 755,65 857 111
São Jorge,Cons. Próprio (Industrial),2019,Novembro, 1 837,62 522 084
São Jorge,Cons. Próprio (Industrial),2019,Dezembro, 1 839,58 558 551
São Jorge,Cons. Próprio (Industrial),2020,Janeiro, 5 231,64 863 063
São Jorge,Cons. Próprio (Industrial),2020,Fevereiro, 2 727,58 599 782
São Jorge,Cons. Próprio (Industrial),2020,Março, 2 385,59 012 076
São Jorge,Cons. Próprio (Industrial),2020,Abril, 2 143,56 228 180
São Jorge,Cons. Próprio (Industrial),2020,Maio, 2 082,54 893 665
São Jorge,Cons. Próprio (Industrial),2020,Junho, 3 027,54 907 212
São Jorge,Cons. Próprio (Industrial),2020,Julho, 2 749,60 636 649
São Jorge,Cons. Próprio (Industrial),2020,Agosto, 2 791,63 636 879
São Jorge,Cons. Próprio (Industrial),2020,Setembro, 3 007,62 719 025
São Jorge,Cons. Próprio (Industrial),2020,Outubro, 2 262,63 545 146
São Jorge,Cons. Próprio (Industrial),2020,Novembro, 2 237,59 070 853
São Jorge,Cons. Próprio (Industrial),2020,Dezembro, 2 339,61 298 623
São Jorge,Cons. Próprio (Industrial),2021,Janeiro, 2 561,59 170 216
São Jorge,Cons. Próprio (Industrial),2021,Fevereiro, 2 311,60 702 105
São Jorge,Cons. Próprio (Industrial),2021,Março, 1 380,59 289 288
São Jorge,Cons. Próprio (Industrial),2021,Abril, 2 685,65 800 669
São Jorge,Cons. Próprio (Industrial),2021,Maio, 2 303,60 367 200
São Jorge,Cons. Próprio (Industrial),2021,Junho, 2 215,62 355 343
São Jorge,Cons. Próprio (Industrial),2021,Julho, 2 225,63 954 339
São Jorge,Cons. Próprio (Industrial),2021,Agosto, 2 183,67 931 496
São Jorge,Cons. Próprio (Industrial),2021,Setembro, 2 315,67 372 094
São Jorge,Cons. Próprio (Industrial),2021,Outubro, 2 364,67 412 720
São Jorge,Cons. Próprio (Industrial),2021,Novembro, 2 435,62 903 160
São Jorge,Cons. Próprio (Industrial),2021,Dezembro, 2 564,64 180 407
São Jorge,Cons. Próprio (Industrial),2022,Janeiro, 2 449,62 371 967
São Jorge,Cons. Próprio (Industrial),2022,Fevereiro, 2 147,59 725 103
São Jorge,Cons. Próprio (Industrial),2022,Março, 2 311,64 329 620
São Jorge,Domésticos,1987,Janeiro,0,0
São Jorge,Domésticos,1987,Fevereiro,0,0
São Jorge,Domésticos,1987,Março,0,0
São Jorge,Domésticos,1987,Abril,0,0
São Jorge,Domésticos,1987,Maio,0,0
São Jorge,Domésticos,1987,Junho,0,0
São Jorge,Domésticos,1987,Julho,0,0
São Jorge,Domésticos,1987,Agosto,0,0
São Jorge,Domésticos,1987,Setembro,0,0
São Jorge,Domésticos,1987,Outubro,0,0
São Jorge,Domésticos,1987,Novembro,0,0
São Jorge,Domésticos,1987,Dezembro,0,0
São Jorge,Domésticos,1988,Janeiro,0,0
São Jorge,Domésticos,1988,Fevereiro,0,0
São Jorge,Domésticos,1988,Março,0,0
São Jorge,Domésticos,1988,Abril,0,0
São Jorge,Domésticos,1988,Maio,0,0
São Jorge,Domésticos,1988,Junho,0,0
São Jorge,Domésticos,1988,Julho,0,0
São Jorge,Domésticos,1988,Agosto,0,0
São Jorge,Domésticos,1988,Setembro,0,0
São Jorge,Domésticos,1988,Outubro,0,0
São Jorge,Domésticos,1988,Novembro,0,0
São Jorge,Domésticos,1988,Dezembro,0,0
São Jorge,Domésticos,1989,Janeiro,0,0
São Jorge,Domésticos,1989,Fevereiro,0,0
São Jorge,Domésticos,1989,Março,0,0
São Jorge,Domésticos,1989,Abril,0,0
São Jorge,Domésticos,1989,Maio,0,0
São Jorge,Domésticos,1989,Junho,0,0
São Jorge,Domésticos,1989,Julho,0,0
São Jorge,Domésticos,1989,Agosto,0,0
São Jorge,Domésticos,1989,Setembro,0,0
São Jorge,Domésticos,1989,Outubro,0,0
São Jorge,Domésticos,1989,Novembro,0,0
São Jorge,Domésticos,1989,Dezembro,0,0
São Jorge,Domésticos,1990,Janeiro,0,0
São Jorge,Domésticos,1990,Fevereiro,0,0
São Jorge,Domésticos,1990,Março,0,0
São Jorge,Domésticos,1990,Abril,0,0
São Jorge,Domésticos,1990,Maio,0,0
São Jorge,Domésticos,1990,Junho,0,0
São Jorge,Domésticos,1990,Julho,0,0
São Jorge,Domésticos,1990,Agosto,0,0
São Jorge,Domésticos,1990,Setembro,0,0
São Jorge,Domésticos,1990,Outubro,0,0
São Jorge,Domésticos,1990,Novembro,0,0
São Jorge,Domésticos,1990,Dezembro,0,0
São Jorge,Domésticos,1991,Janeiro, 339 577,20 309 177
São Jorge,Domésticos,1991,Fevereiro, 356 550,21 370 923
São Jorge,Domésticos,1991,Março, 288 184,19 703 630
São Jorge,Domésticos,1991,Abril, 328 706,19 930 352
São Jorge,Domésticos,1991,Maio, 266 915,20 688 617
São Jorge,Domésticos,1991,Junho, 330 069,20 675 935
São Jorge,Domésticos,1991,Julho, 387 605,21 268 660
São Jorge,Domésticos,1991,Agosto, 365 788,23 507 706
São Jorge,Domésticos,1991,Setembro, 416 718,25 420 555
São Jorge,Domésticos,1991,Outubro, 381 472,25 245 011
São Jorge,Domésticos,1991,Novembro, 385 089,24 636 325
São Jorge,Domésticos,1991,Dezembro, 514 202,23 719 731
São Jorge,Domésticos,1992,Janeiro, 420 822,24 277 500
São Jorge,Domésticos,1992,Fevereiro, 321 943,22 604 869
São Jorge,Domésticos,1992,Março, 332 564,21 539 135
São Jorge,Domésticos,1992,Abril, 363 883,23 232 935
São Jorge,Domésticos,1992,Maio, 394 427,25 052 501
São Jorge,Domésticos,1992,Junho, 421 139,23 384 236
São Jorge,Domésticos,1992,Julho, 401 836,24 148 367
São Jorge,Domésticos,1992,Agosto, 387 290,22 813 610
São Jorge,Domésticos,1992,Setembro, 367 131,26 522 880
São Jorge,Domésticos,1992,Outubro, 512 368,26 781 787
São Jorge,Domésticos,1992,Novembro, 370 217,23 633 564
São Jorge,Domésticos,1992,Dezembro, 428 653,23 879 395
São Jorge,Domésticos,1993,Janeiro, 412 145,25 735 144
São Jorge,Domésticos,1993,Fevereiro, 365 248,22 846 525
São Jorge,Domésticos,1993,Março, 327 285,23 349 923
São Jorge,Domésticos,1993,Abril, 353 205,23 174 425
São Jorge,Domésticos,1993,Maio, 383 391,23 544 420
São Jorge,Domésticos,1993,Junho, 415 826,25 466 592
São Jorge,Domésticos,1993,Julho, 415 554,24 741 865
São Jorge,Domésticos,1993,Agosto, 427 683,24 955 274
São Jorge,Domésticos,1993,Setembro, 426 628,25 649 601
São Jorge,Domésticos,1993,Outubro, 426 328,26 241 036
São Jorge,Domésticos,1993,Novembro, 433 145,26 417 251
São Jorge,Domésticos,1993,Dezembro, 425 863,26 698 949
São Jorge,Domésticos,1994,Janeiro, 436 177,25 359 244
São Jorge,Domésticos,1994,Fevereiro, 391 034,24 795 222
São Jorge,Domésticos,1994,Março, 346 967,23 548 281
São Jorge,Domésticos,1994,Abril, 379 579,23 788 608
São Jorge,Domésticos,1994,Maio, 377 009,24 223 890
São Jorge,Domésticos,1994,Junho, 393 558,24 963 264
São Jorge,Domésticos,1994,Julho, 421 137,25 051 451
São Jorge,Domésticos,1994,Agosto, 451 045,26 791 925
São Jorge,Domésticos,1994,Setembro, 431 228,25 626 826
São Jorge,Domésticos,1994,Outubro, 440 683,26 766 716
São Jorge,Domésticos,1994,Novembro, 347 623,27 103 226
São Jorge,Domésticos,1994,Dezembro, 432 625,26 094 935
São Jorge,Domésticos,1995,Janeiro, 415 277,26 071 566
São Jorge,Domésticos,1995,Fevereiro, 401 391,23 783 913
São Jorge,Domésticos,1995,Março, 399 506,24 958 399
São Jorge,Domésticos,1995,Abril, 429 874,24 917 140
São Jorge,Domésticos,1995,Maio, 434 262,25 788 371
São Jorge,Domésticos,1995,Junho, 439 654,26 432 394
São Jorge,Domésticos,1995,Julho, 463 253,26 441 335
São Jorge,Domésticos,1995,Agosto, 468 891,25 883 721
São Jorge,Domésticos,1995,Setembro, 505 399,29 465 445
São Jorge,Domésticos,1995,Outubro, 480 795,28 013 549
São Jorge,Domésticos,1995,Novembro, 444 718,27 799 106
São Jorge,Domésticos,1995,Dezembro, 445 026,26 126 953
São Jorge,Domésticos,1996,Janeiro, 441 903,27 108 059
São Jorge,Domésticos,1996,Fevereiro, 429 450,27 728 268
São Jorge,Domésticos,1996,Março, 410 394,25 963 191
São Jorge,Domésticos,1996,Abril, 422 777,26 778 073
São Jorge,Domésticos,1996,Maio, 453 817,26 926 373
São Jorge,Domésticos,1996,Junho, 455 655,27 684 386
