Origem,Ano,MesDesc,textbox_MatrixRow_EnergiaProduzida,Textbox32,
Santa Maria,Micro - Fotovoltaica,1994,Setembro,-,32 038 266
Santa Maria,Micro - Fotovoltaica,1994,Outubro,-,32 261 364
Santa Maria,Micro - Fotovoltaica,1994,Novembro,-,30 595 649
Santa Maria,Micro - Fotovoltaica,1994,Dezembro,-,31 632 266
Santa Maria,Micro - Fotovoltaica,1995,Janeiro,-,31 395 309
Santa Maria,Micro - Fotovoltaica,1995,Fevereiro,-,27 822 359
Santa Maria,Micro - Fotovoltaica,1995,Março,-,31 084 930
Santa Maria,Micro - Fotovoltaica,1995,Abril,-,29 061 424
Santa Maria,Micro - Fotovoltaica,1995,Maio,-,31 674 670
Santa Maria,Micro - Fotovoltaica,1995,Junho,-,30 860 351
Santa Maria,Micro - Fotovoltaica,1995,Julho,-,33 314 337
Santa Maria,Micro - Fotovoltaica,1995,Agosto,-,34 472 960
Santa Maria,Micro - Fotovoltaica,1995,Setembro,-,32 571 201
Santa Maria,Micro - Fotovoltaica,1995,Outubro,-,32 877 673
Santa Maria,Micro - Fotovoltaica,1995,Novembro,-,31 027 499
Santa Maria,Micro - Fotovoltaica,1995,Dezembro,-,32 966 150
Santa Maria,Micro - Fotovoltaica,1996,Janeiro,-,32 362 523
Santa Maria,Micro - Fotovoltaica,1996,Fevereiro,-,30 415 458
Santa Maria,Micro - Fotovoltaica,1996,Março,-,32 175 776
Santa Maria,Micro - Fotovoltaica,1996,Abril,-,30 193 171
Santa Maria,Micro - Fotovoltaica,1996,Maio,-,31 465 553
Santa Maria,Micro - Fotovoltaica,1996,Junho,-,31 862 610
Santa Maria,Micro - Fotovoltaica,1996,Julho,-,34 741 729
Santa Maria,Micro - Fotovoltaica,1996,Agosto,-,35 988 934
Santa Maria,Micro - Fotovoltaica,1996,Setembro,-,34 429 873
Santa Maria,Micro - Fotovoltaica,1996,Outubro,-,35 088 864
Santa Maria,Micro - Fotovoltaica,1996,Novembro,-,33 283 118
Santa Maria,Micro - Fotovoltaica,1996,Dezembro,-,34 015 224
Santa Maria,Micro - Fotovoltaica,1997,Janeiro,-,34 778 742
Santa Maria,Micro - Fotovoltaica,1997,Fevereiro,-,30 301 470
Santa Maria,Micro - Fotovoltaica,1997,Março,-,32 962 244
Santa Maria,Micro - Fotovoltaica,1997,Abril,-,32 307 087
Santa Maria,Micro - Fotovoltaica,1997,Maio,-,33 126 439
Santa Maria,Micro - Fotovoltaica,1997,Junho,-,33 069 143
Santa Maria,Micro - Fotovoltaica,1997,Julho,-,36 653 860
Santa Maria,Micro - Fotovoltaica,1997,Agosto,-,37 323 262
Santa Maria,Micro - Fotovoltaica,1997,Setembro,-,36 011 983
Santa Maria,Micro - Fotovoltaica,1997,Outubro,-,37 592 249
Santa Maria,Micro - Fotovoltaica,1997,Novembro,-,34 833 785
Santa Maria,Micro - Fotovoltaica,1997,Dezembro,-,37 264 381
Santa Maria,Micro - Fotovoltaica,1998,Janeiro,-,36 676 607
Santa Maria,Micro - Fotovoltaica,1998,Fevereiro,-,32 870 929
Santa Maria,Micro - Fotovoltaica,1998,Março,-,35 714 035
Santa Maria,Micro - Fotovoltaica,1998,Abril,-,34 420 448
Santa Maria,Micro - Fotovoltaica,1998,Maio,-,36 091 693
Santa Maria,Micro - Fotovoltaica,1998,Junho,-,36 459 508
Santa Maria,Micro - Fotovoltaica,1998,Julho,-,40 418 212
Santa Maria,Micro - Fotovoltaica,1998,Agosto,-,41 256 701
Santa Maria,Micro - Fotovoltaica,1998,Setembro,-,40 365 519
Santa Maria,Micro - Fotovoltaica,1998,Outubro,-,40 657 600
Santa Maria,Micro - Fotovoltaica,1998,Novembro,-,38 939 970
Santa Maria,Micro - Fotovoltaica,1998,Dezembro,-,39 639 485
Santa Maria,Micro - Fotovoltaica,1999,Janeiro,-,39 649 420
Santa Maria,Micro - Fotovoltaica,1999,Fevereiro,-,35 067 360
Santa Maria,Micro - Fotovoltaica,1999,Março,-,38 602 570
Santa Maria,Micro - Fotovoltaica,1999,Abril,-,37 871 480
Santa Maria,Micro - Fotovoltaica,1999,Maio,-,39 174 510
Santa Maria,Micro - Fotovoltaica,1999,Junho,-,39 717 820
Santa Maria,Micro - Fotovoltaica,1999,Julho,-,43 941 365
Santa Maria,Micro - Fotovoltaica,1999,Agosto,-,45 178 580
Santa Maria,Micro - Fotovoltaica,1999,Setembro,-,42 473 685
Santa Maria,Micro - Fotovoltaica,1999,Outubro,-,42 162 835
Santa Maria,Micro - Fotovoltaica,1999,Novembro,-,40 236 120
Santa Maria,Micro - Fotovoltaica,1999,Dezembro,-,43 711 430
Santa Maria,Micro - Fotovoltaica,2000,Janeiro,-,42 140 702
Santa Maria,Micro - Fotovoltaica,2000,Fevereiro,-,39 532 406
Santa Maria,Micro - Fotovoltaica,2000,Março,-,41 616 705
Santa Maria,Micro - Fotovoltaica,2000,Abril,-,38 955 855
Santa Maria,Micro - Fotovoltaica,2000,Maio,-,41 948 401
Santa Maria,Micro - Fotovoltaica,2000,Junho,-,42 481 164
Santa Maria,Micro - Fotovoltaica,2000,Julho,-,45 109 969
Santa Maria,Micro - Fotovoltaica,2000,Agosto,-,46 889 671
Santa Maria,Micro - Fotovoltaica,2000,Setembro,-,45 454 350
Santa Maria,Micro - Fotovoltaica,2000,Outubro,-,45 875 547
Santa Maria,Micro - Fotovoltaica,2000,Novembro,-,44 309 730
Santa Maria,Micro - Fotovoltaica,2000,Dezembro,-,45 767 855
Santa Maria,Micro - Fotovoltaica,2001,Janeiro,-,46 203 338
Santa Maria,Micro - Fotovoltaica,2001,Fevereiro,-,41 144 860
Santa Maria,Micro - Fotovoltaica,2001,Março,-,45 237 636
Santa Maria,Micro - Fotovoltaica,2001,Abril,-,42 219 651
Santa Maria,Micro - Fotovoltaica,2001,Maio,-,45 228 076
Santa Maria,Micro - Fotovoltaica,2001,Junho,-,44 747 151
Santa Maria,Micro - Fotovoltaica,2001,Julho,-,49 806 517
Santa Maria,Micro - Fotovoltaica,2001,Agosto,-,50 769 881
Santa Maria,Micro - Fotovoltaica,2001,Setembro,-,48 578 308
Santa Maria,Micro - Fotovoltaica,2001,Outubro,-,48 076 996
Santa Maria,Micro - Fotovoltaica,2001,Novembro,-,46 770 050
Santa Maria,Micro - Fotovoltaica,2001,Dezembro,-,50 419 937
Santa Maria,Micro - Fotovoltaica,2002,Janeiro,-,49 449 202
Santa Maria,Micro - Fotovoltaica,2002,Fevereiro,-,44 278 285
Santa Maria,Micro - Fotovoltaica,2002,Março,-,48 552 756
Santa Maria,Micro - Fotovoltaica,2002,Abril,-,46 772 479
Santa Maria,Micro - Fotovoltaica,2002,Maio,-,48 392 035
Santa Maria,Micro - Fotovoltaica,2002,Junho,-,47 897 026
Santa Maria,Micro - Fotovoltaica,2002,Julho,-,52 571 932
Santa Maria,Micro - Fotovoltaica,2002,Agosto,-,54 062 942
Santa Maria,Micro - Fotovoltaica,2002,Setembro,-,51 179 734
Santa Maria,Micro - Fotovoltaica,2002,Outubro,-,51 686 256
Santa Maria,Micro - Fotovoltaica,2002,Novembro,-,51 176 244
Santa Maria,Micro - Fotovoltaica,2002,Dezembro,-,54 871 029
Santa Maria,Micro - Fotovoltaica,2003,Janeiro,-,53 373 713
Santa Maria,Micro - Fotovoltaica,2003,Fevereiro,-,48 071 533
Santa Maria,Micro - Fotovoltaica,2003,Março,-,51 422 616
Santa Maria,Micro - Fotovoltaica,2003,Abril,-,49 307 914
Santa Maria,Micro - Fotovoltaica,2003,Maio,-,51 410 571
Santa Maria,Micro - Fotovoltaica,2003,Junho,-,51 339 566
Santa Maria,Micro - Fotovoltaica,2003,Julho,-,56 796 448
Santa Maria,Micro - Fotovoltaica,2003,Agosto,-,57 265 427
Santa Maria,Micro - Fotovoltaica,2003,Setembro,-,55 710 836
Santa Maria,Micro - Fotovoltaica,2003,Outubro,-,54 405 570
Santa Maria,Micro - Fotovoltaica,2003,Novembro,-,54 147 490
Santa Maria,Micro - Fotovoltaica,2003,Dezembro,-,57 571 670
Santa Maria,Micro - Fotovoltaica,2004,Janeiro,-,57 119 452
Santa Maria,Micro - Fotovoltaica,2004,Fevereiro,-,52 769 903
Santa Maria,Micro - Fotovoltaica,2004,Março,-,56 053 380
Santa Maria,Micro - Fotovoltaica,2004,Abril,-,54 046 297
Santa Maria,Micro - Fotovoltaica,2004,Maio,-,55 259 592
Santa Maria,Micro - Fotovoltaica,2004,Junho,-,57 100 515
Santa Maria,Micro - Fotovoltaica,2004,Julho,-,60 878 395
Santa Maria,Micro - Fotovoltaica,2004,Agosto,-,61 532 545
Santa Maria,Micro - Fotovoltaica,2004,Setembro,-,61 890 998
Santa Maria,Micro - Fotovoltaica,2004,Outubro,-,62 182 592
Santa Maria,Micro - Fotovoltaica,2004,Novembro,-,59 842 155
Santa Maria,Micro - Fotovoltaica,2004,Dezembro,-,64 010 580
Santa Maria,Micro - Fotovoltaica,2005,Janeiro,-,62 557 251
Santa Maria,Micro - Fotovoltaica,2005,Fevereiro,-,55 625 249
Santa Maria,Micro - Fotovoltaica,2005,Março,-,61 762 864
Santa Maria,Micro - Fotovoltaica,2005,Abril,-,59 196 414
Santa Maria,Micro - Fotovoltaica,2005,Maio,-,59 625 114
Santa Maria,Micro - Fotovoltaica,2005,Junho,-,60 851 047
Santa Maria,Micro - Fotovoltaica,2005,Julho,-,64 286 715
Santa Maria,Micro - Fotovoltaica,2005,Agosto,-,67 523 095
Santa Maria,Micro - Fotovoltaica,2005,Setembro,-,66 036 852
Santa Maria,Micro - Fotovoltaica,2005,Outubro,-,64 480 775
Santa Maria,Micro - Fotovoltaica,2005,Novembro,-,61 617 358
Santa Maria,Micro - Fotovoltaica,2005,Dezembro,-,66 513 311
Santa Maria,Micro - Fotovoltaica,2006,Janeiro,-,65 289 048
Santa Maria,Micro - Fotovoltaica,2006,Fevereiro,-,58 169 924
Santa Maria,Micro - Fotovoltaica,2006,Março,-,64 070 753
Santa Maria,Micro - Fotovoltaica,2006,Abril,-,59 979 495
Santa Maria,Micro - Fotovoltaica,2006,Maio,-,63 200 109
Santa Maria,Micro - Fotovoltaica,2006,Junho,-,62 136 200
Santa Maria,Micro - Fotovoltaica,2006,Julho,-,68 249 435
Santa Maria,Micro - Fotovoltaica,2006,Agosto,-,70 631 277
Santa Maria,Micro - Fotovoltaica,2006,Setembro,-,67 960 890
Santa Maria,Micro - Fotovoltaica,2006,Outubro,-,66 886 558
Santa Maria,Micro - Fotovoltaica,2006,Novembro,-,64 799 712
Santa Maria,Micro - Fotovoltaica,2006,Dezembro,-,69 326 209
Santa Maria,Micro - Fotovoltaica,2007,Janeiro,-,68 281 945
Santa Maria,Micro - Fotovoltaica,2007,Fevereiro,-,61 429 093
Santa Maria,Micro - Fotovoltaica,2007,Março,-,66 003 620
Santa Maria,Micro - Fotovoltaica,2007,Abril,-,62 297 956
Santa Maria,Micro - Fotovoltaica,2007,Maio,-,65 171 254
Santa Maria,Micro - Fotovoltaica,2007,Junho,-,64 953 463
Santa Maria,Micro - Fotovoltaica,2007,Julho,-,70 698 411
Santa Maria,Micro - Fotovoltaica,2007,Agosto,-,71 855 978
Santa Maria,Micro - Fotovoltaica,2007,Setembro,-,67 669 627
Santa Maria,Micro - Fotovoltaica,2007,Outubro,-,69 749 069
Santa Maria,Micro - Fotovoltaica,2007,Novembro,-,66 793 437
Santa Maria,Micro - Fotovoltaica,2007,Dezembro,-,70 036 362
Santa Maria,Micro - Fotovoltaica,2008,Janeiro,-,69 409 577
Santa Maria,Micro - Fotovoltaica,2008,Fevereiro,-,64 166 599
Santa Maria,Micro - Fotovoltaica,2008,Março,-,65 732 501
Santa Maria,Micro - Fotovoltaica,2008,Abril,-,64 058 118
Santa Maria,Micro - Fotovoltaica,2008,Maio,-,66 045 807
Santa Maria,Micro - Fotovoltaica,2008,Junho,-,67 279 279
Santa Maria,Micro - Fotovoltaica,2008,Julho,-,72 429 656
Santa Maria,Micro - Fotovoltaica,2008,Agosto,-,74 208 878
Santa Maria,Micro - Fotovoltaica,2008,Setembro,-,69 957 805
Santa Maria,Micro - Fotovoltaica,2008,Outubro,-,72 498 077
Santa Maria,Micro - Fotovoltaica,2008,Novembro,-,67 024 181
Santa Maria,Micro - Fotovoltaica,2008,Dezembro,-,70 880 946
Santa Maria,Micro - Fotovoltaica,2009,Janeiro,-,70 172 904
Santa Maria,Micro - Fotovoltaica,2009,Fevereiro,-,62 527 858
Santa Maria,Micro - Fotovoltaica,2009,Março,-,67 677 227
Santa Maria,Micro - Fotovoltaica,2009,Abril,-,64 806 354
Santa Maria,Micro - Fotovoltaica,2009,Maio,-,67 098 470
Santa Maria,Micro - Fotovoltaica,2009,Junho,-,65 928 938
Santa Maria,Micro - Fotovoltaica,2009,Julho,-,71 701 902
Santa Maria,Micro - Fotovoltaica,2009,Agosto,-,74 002 427
Santa Maria,Micro - Fotovoltaica,2009,Setembro,-,71 946 147
Santa Maria,Micro - Fotovoltaica,2009,Outubro,-,72 116 294
Santa Maria,Micro - Fotovoltaica,2009,Novembro,-,68 140 869
Santa Maria,Micro - Fotovoltaica,2009,Dezembro,-,72 955 622
Santa Maria,Micro - Fotovoltaica,2010,Janeiro,-,72 590 258
Santa Maria,Micro - Fotovoltaica,2010,Fevereiro,-,64 619 311
Santa Maria,Micro - Fotovoltaica,2010,Março,-,71 184 829
Santa Maria,Micro - Fotovoltaica,2010,Abril,-,66 584 194
Santa Maria,Micro - Fotovoltaica,2010,Maio,0,67 543 151
Santa Maria,Micro - Fotovoltaica,2010,Junho,140,67 399 324
Santa Maria,Micro - Fotovoltaica,2010,Julho,533,74 015 737
Santa Maria,Micro - Fotovoltaica,2010,Agosto,489,76 117 370
Santa Maria,Micro - Fotovoltaica,2010,Setembro,472,73 132 225
Santa Maria,Micro - Fotovoltaica,2010,Outubro,312,71 770 082
Santa Maria,Micro - Fotovoltaica,2010,Novembro,220,69 471 816
Santa Maria,Micro - Fotovoltaica,2010,Dezembro,170,75 335 524
Santa Maria,Micro - Fotovoltaica,2011,Janeiro,241,72 837 895
Santa Maria,Micro - Fotovoltaica,2011,Fevereiro,234,64 428 979
Santa Maria,Micro - Fotovoltaica,2011,Março, 1 015,70 293 488
Santa Maria,Micro - Fotovoltaica,2011,Abril,785,65 280 542
Santa Maria,Micro - Fotovoltaica,2011,Maio,991,67 313 010
Santa Maria,Micro - Fotovoltaica,2011,Junho, 1 602,67 786 115
Santa Maria,Micro - Fotovoltaica,2011,Julho, 1 685,73 261 167
Santa Maria,Micro - Fotovoltaica,2011,Agosto, 1 864,78 103 192
Santa Maria,Micro - Fotovoltaica,2011,Setembro, 1 475,72 508 489
Santa Maria,Micro - Fotovoltaica,2011,Outubro, 1 253,70 814 671
Santa Maria,Micro - Fotovoltaica,2011,Novembro,826,67 838 393
Santa Maria,Micro - Fotovoltaica,2011,Dezembro,774,69 561 736
Santa Maria,Micro - Fotovoltaica,2012,Janeiro,939,68 068 209
Santa Maria,Micro - Fotovoltaica,2012,Fevereiro,957,63 091 615
Santa Maria,Micro - Fotovoltaica,2012,Março, 1 504,66 164 799
Santa Maria,Micro - Fotovoltaica,2012,Abril, 1 665,62 502 360
Santa Maria,Micro - Fotovoltaica,2012,Maio, 1 757,65 848 651
Santa Maria,Micro - Fotovoltaica,2012,Junho, 1 660,66 495 423
Santa Maria,Micro - Fotovoltaica,2012,Julho, 1 728,70 495 795
Santa Maria,Micro - Fotovoltaica,2012,Agosto, 1 603,72 201 973
Santa Maria,Micro - Fotovoltaica,2012,Setembro, 1 400,68 155 292
Santa Maria,Micro - Fotovoltaica,2012,Outubro, 1 045,68 781 100
Santa Maria,Micro - Fotovoltaica,2012,Novembro,867,64 858 630
Santa Maria,Micro - Fotovoltaica,2012,Dezembro,619,67 896 999
Santa Maria,Micro - Fotovoltaica,2013,Janeiro,764,67 357 925
Santa Maria,Micro - Fotovoltaica,2013,Fevereiro, 1 038,59 116 544
Santa Maria,Micro - Fotovoltaica,2013,Março, 1 101,66 093 832
Santa Maria,Micro - Fotovoltaica,2013,Abril, 1 513,62 542 579
Santa Maria,Micro - Fotovoltaica,2013,Maio, 1 592,63 708 146
Santa Maria,Micro - Fotovoltaica,2013,Junho, 1 690,63 187 687
Santa Maria,Micro - Fotovoltaica,2013,Julho, 1 247,69 687 676
Santa Maria,Micro - Fotovoltaica,2013,Agosto, 1 670,71 695 886
Santa Maria,Micro - Fotovoltaica,2013,Setembro, 1 329,68 117 502
Santa Maria,Micro - Fotovoltaica,2013,Outubro, 1 039,68 444 571
Santa Maria,Micro - Fotovoltaica,2013,Novembro,785,64 717 979
Santa Maria,Micro - Fotovoltaica,2013,Dezembro,525,67 795 027
Santa Maria,Micro - Fotovoltaica,2014,Janeiro,843,67 180 137
Santa Maria,Micro - Fotovoltaica,2014,Fevereiro,836,60 411 676
Santa Maria,Micro - Fotovoltaica,2014,Março, 1 430,63 673 331
Santa Maria,Micro - Fotovoltaica,2014,Abril, 1 577,61 661 618
Santa Maria,Micro - Fotovoltaica,2014,Maio, 1 620,64 104 349
Santa Maria,Micro - Fotovoltaica,2014,Junho, 1 847,63 856 722
Santa Maria,Micro - Fotovoltaica,2014,Julho, 1 577,69 760 656
Santa Maria,Micro - Fotovoltaica,2014,Agosto, 1 678,73 456 623
Santa Maria,Micro - Fotovoltaica,2014,Setembro, 1 521,66 769 016
Santa Maria,Micro - Fotovoltaica,2014,Outubro, 1 024,67 039 648
Santa Maria,Micro - Fotovoltaica,2014,Novembro,787,63 378 206
Santa Maria,Micro - Fotovoltaica,2014,Dezembro,627,67 576 565
Santa Maria,Micro - Fotovoltaica,2015,Janeiro,697,65 813 840
Santa Maria,Micro - Fotovoltaica,2015,Fevereiro,676,59 148 855
Santa Maria,Micro - Fotovoltaica,2015,Março,913,64 085 171
Santa Maria,Micro - Fotovoltaica,2015,Abril,560,61 566 425
Santa Maria,Micro - Fotovoltaica,2015,Maio,783,64 047 112
Santa Maria,Micro - Fotovoltaica,2015,Junho, 1 128,65 324 458
Santa Maria,Micro - Fotovoltaica,2015,Julho, 1 136,72 734 215
Santa Maria,Micro - Fotovoltaica,2015,Agosto, 1 383,71 618 240
Santa Maria,Micro - Fotovoltaica,2015,Setembro, 1 416,67 872 771
Santa Maria,Micro - Fotovoltaica,2015,Outubro, 1 013,66 483 140
Santa Maria,Micro - Fotovoltaica,2015,Novembro,779,64 448 720
Santa Maria,Micro - Fotovoltaica,2015,Dezembro,740,67 875 315
Santa Maria,Micro - Fotovoltaica,2016,Janeiro,866,68 520 735
Santa Maria,Micro - Fotovoltaica,2016,Fevereiro,866,61 329 139
Santa Maria,Micro - Fotovoltaica,2016,Março,866,64 542 757
Santa Maria,Micro - Fotovoltaica,2016,Abril,866,62 424 970
Santa Maria,Micro - Fotovoltaica,2016,Maio,866,64 736 196
Santa Maria,Micro - Fotovoltaica,2016,Junho,866,64 590 878
Santa Maria,Micro - Fotovoltaica,2016,Julho,866,71 359 402
Santa Maria,Micro - Fotovoltaica,2016,Agosto,866,74 547 852
Santa Maria,Micro - Fotovoltaica,2016,Setembro,866,69 968 927
Santa Maria,Micro - Fotovoltaica,2016,Outubro,866,67 265 591
Santa Maria,Micro - Fotovoltaica,2016,Novembro,866,64 184 112
Santa Maria,Micro - Fotovoltaica,2016,Dezembro,866,67 533 504
Santa Maria,Micro - Fotovoltaica,2017,Janeiro,728,67 212 584
Santa Maria,Micro - Fotovoltaica,2017,Fevereiro,863,59 246 108
Santa Maria,Micro - Fotovoltaica,2017,Março, 1 423,65 392 940
Santa Maria,Micro - Fotovoltaica,2017,Abril, 1 424,62 436 948
Santa Maria,Micro - Fotovoltaica,2017,Maio, 1 560,65 503 987
Santa Maria,Micro - Fotovoltaica,2017,Junho, 1 676,64 840 761
Santa Maria,Micro - Fotovoltaica,2017,Julho, 1 538,71 294 531
Santa Maria,Micro - Fotovoltaica,2017,Agosto, 1 628,73 960 621
Santa Maria,Micro - Fotovoltaica,2017,Setembro, 1 223,71 002 260
Santa Maria,Micro - Fotovoltaica,2017,Outubro, 1 106,69 640 494
Santa Maria,Micro - Fotovoltaica,2017,Novembro,830,65 358 655
Santa Maria,Micro - Fotovoltaica,2017,Dezembro,813,67 054 154
Santa Maria,Micro - Fotovoltaica,2018,Janeiro,793,67 450 315
Santa Maria,Micro - Fotovoltaica,2018,Fevereiro,931,59 836 372
Santa Maria,Micro - Fotovoltaica,2018,Março,819,66 760 785
Santa Maria,Micro - Fotovoltaica,2018,Abril, 2 032,62 177 285
Santa Maria,Micro - Fotovoltaica,2018,Maio, 1 536,65 716 600
Santa Maria,Micro - Fotovoltaica,2018,Junho, 1 634,68 826 387
Santa Maria,Micro - Fotovoltaica,2018,Julho, 1 563,71 946 247
Santa Maria,Micro - Fotovoltaica,2018,Agosto, 1 497,75 538 084
Santa Maria,Micro - Fotovoltaica,2018,Setembro, 1 243,72 314 112
Santa Maria,Micro - Fotovoltaica,2018,Outubro, 1 052,69 081 678
Santa Maria,Micro - Fotovoltaica,2018,Novembro,911,65 391 395
Santa Maria,Micro - Fotovoltaica,2018,Dezembro,709,68 864 698
Santa Maria,Micro - Fotovoltaica,2019,Janeiro,757,68 579 825
Santa Maria,Micro - Fotovoltaica,2019,Fevereiro,755,62 050 781
Santa Maria,Micro - Fotovoltaica,2019,Março, 1 264,65 801 602
Santa Maria,Micro - Fotovoltaica,2019,Abril, 1 358,63 695 055
Santa Maria,Micro - Fotovoltaica,2019,Maio, 1 634,66 792 092
Santa Maria,Micro - Fotovoltaica,2019,Junho, 1 522,65 149 246
Santa Maria,Micro - Fotovoltaica,2019,Julho, 1 728,72 849 430
Santa Maria,Micro - Fotovoltaica,2019,Agosto, 1 472,74 431 994
Santa Maria,Micro - Fotovoltaica,2019,Setembro, 1 239,69 858 719
Santa Maria,Micro - Fotovoltaica,2019,Outubro,999,69 859 171
Santa Maria,Micro - Fotovoltaica,2019,Novembro,733,65 329 128
Santa Maria,Micro - Fotovoltaica,2019,Dezembro,540,68 539 593
Santa Maria,Micro - Fotovoltaica,2020,Janeiro,688,69 155 320
Santa Maria,Micro - Fotovoltaica,2020,Fevereiro,962,63 284 886
Santa Maria,Micro - Fotovoltaica,2020,Março, 1 563,64 459 133
Santa Maria,Micro - Fotovoltaica,2020,Abril, 1 416,58 459 068
Santa Maria,Micro - Fotovoltaica,2020,Maio, 1 736,61 132 834
Santa Maria,Micro - Fotovoltaica,2020,Junho, 1 582,61 191 707
Santa Maria,Micro - Fotovoltaica,2020,Julho, 1 533,68 121 186
Santa Maria,Micro - Fotovoltaica,2020,Agosto,720,71 504 198
Santa Maria,Micro - Fotovoltaica,2020,Setembro,880,67 338 022
Santa Maria,Micro - Fotovoltaica,2020,Outubro,798,68 556 130
Santa Maria,Micro - Fotovoltaica,2020,Novembro,674,65 560 658
Santa Maria,Micro - Fotovoltaica,2020,Dezembro,438,69 676 197
Santa Maria,Micro - Fotovoltaica,2021,Janeiro,357,70 323 629
Santa Maria,Micro - Fotovoltaica,2021,Fevereiro,770,63 056 061
Santa Maria,Micro - Fotovoltaica,2021,Março,921,67 648 860
Santa Maria,Micro - Fotovoltaica,2021,Abril,917,64 207 141
Santa Maria,Micro - Fotovoltaica,2021,Maio, 1 184,65 832 876
Santa Maria,Micro - Fotovoltaica,2021,Junho,983,66 133 417
Santa Maria,Micro - Fotovoltaica,2021,Julho, 1 065,72 069 276
Santa Maria,Micro - Fotovoltaica,2021,Agosto, 1 088,75 667 824
Santa Maria,Micro - Fotovoltaica,2021,Setembro,955,71 390 104
Santa Maria,Micro - Fotovoltaica,2021,Outubro,640,72 336 314
Santa Maria,Micro - Fotovoltaica,2021,Novembro,735,68 406 215
Santa Maria,Micro - Fotovoltaica,2021,Dezembro,652,70 831 335
Santa Maria,Micro - Fotovoltaica,2022,Janeiro,736,70 703 868
Santa Maria,Micro - Fotovoltaica,2022,Fevereiro,823,63 316 705
Santa Maria,Micro - Fotovoltaica,2022,Março, 1 355,69 563 297
Santa Maria,Mini - Eólica,1987,Janeiro,-,18 531 304
Santa Maria,Mini - Eólica,1987,Fevereiro,-,16 882 648
Santa Maria,Mini - Eólica,1987,Março,-,18 228 181
Santa Maria,Mini - Eólica,1987,Abril,-,17 413 376
Santa Maria,Mini - Eólica,1987,Maio,-,18 112 306
Santa Maria,Mini - Eólica,1987,Junho,-,18 338 171
Santa Maria,Mini - Eólica,1987,Julho,-,19 712 260
Santa Maria,Mini - Eólica,1987,Agosto,-,20 118 442
Santa Maria,Mini - Eólica,1987,Setembro,-,19 564 821
Santa Maria,Mini - Eólica,1987,Outubro,-,19 722 815
Santa Maria,Mini - Eólica,1987,Novembro,-,19 595 169
Santa Maria,Mini - Eólica,1987,Dezembro,-,20 472 642
Santa Maria,Mini - Eólica,1988,Janeiro,-,20 427 299
Santa Maria,Mini - Eólica,1988,Fevereiro,-,18 831 177
Santa Maria,Mini - Eólica,1988,Março,-,20 131 383
Santa Maria,Mini - Eólica,1988,Abril,-,19 007 849
Santa Maria,Mini - Eólica,1988,Maio,-,19 821 551
Santa Maria,Mini - Eólica,1988,Junho,-,19 789 308
Santa Maria,Mini - Eólica,1988,Julho,-,21 464 834
Santa Maria,Mini - Eólica,1988,Agosto,-,22 257 483
Santa Maria,Mini - Eólica,1988,Setembro,-,21 632 678
Santa Maria,Mini - Eólica,1988,Outubro,-,21 673 173
Santa Maria,Mini - Eólica,1988,Novembro,-,21 205 159
Santa Maria,Mini - Eólica,1988,Dezembro,-,22 156 884
Santa Maria,Mini - Eólica,1989,Janeiro,-,22 290 372
Santa Maria,Mini - Eólica,1989,Fevereiro,-,19 995 268
Santa Maria,Mini - Eólica,1989,Março,-,21 851 913
Santa Maria,Mini - Eólica,1989,Abril,-,20 892 600
Santa Maria,Mini - Eólica,1989,Maio,-,21 993 953
Santa Maria,Mini - Eólica,1989,Junho,-,21 934 532
Santa Maria,Mini - Eólica,1989,Julho,-,23 383 128
Santa Maria,Mini - Eólica,1989,Agosto,-,23 761 244
Santa Maria,Mini - Eólica,1989,Setembro,-,22 929 316
Santa Maria,Mini - Eólica,1989,Outubro,-,23 282 182
Santa Maria,Mini - Eólica,1989,Novembro,-,22 534 828
Santa Maria,Mini - Eólica,1989,Dezembro,-,22 900 407
Santa Maria,Mini - Eólica,1990,Janeiro,-,24 557 867
Santa Maria,Mini - Eólica,1990,Fevereiro,-,21 725 272
Santa Maria,Mini - Eólica,1990,Março,-,23 839 695
Santa Maria,Mini - Eólica,1990,Abril,-,22 675 626
Santa Maria,Mini - Eólica,1990,Maio,-,24 672 416
Santa Maria,Mini - Eólica,1990,Junho,-,24 194 610
Santa Maria,Mini - Eólica,1990,Julho,-,26 387 745
Santa Maria,Mini - Eólica,1990,Agosto,-,26 311 181
Santa Maria,Mini - Eólica,1990,Setembro,-,25 083 554
Santa Maria,Mini - Eólica,1990,Outubro,-,25 482 424
Santa Maria,Mini - Eólica,1990,Novembro,-,24 988 465
Santa Maria,Mini - Eólica,1990,Dezembro,-,26 034 256
Santa Maria,Mini - Eólica,1991,Janeiro,-,26 502 749
Santa Maria,Mini - Eólica,1991,Fevereiro,-,23 810 562
Santa Maria,Mini - Eólica,1991,Março,-,25 524 439
Santa Maria,Mini - Eólica,1991,Abril,-,25 241 897
Santa Maria,Mini - Eólica,1991,Maio,-,25 607 722
Santa Maria,Mini - Eólica,1991,Junho,-,26 362 931
Santa Maria,Mini - Eólica,1991,Julho,-,28 344 411
Santa Maria,Mini - Eólica,1991,Agosto,-,28 731 923
Santa Maria,Mini - Eólica,1991,Setembro,-,27 570 320
Santa Maria,Mini - Eólica,1991,Outubro,-,28 080 228
Santa Maria,Mini - Eólica,1991,Novembro,-,27 310 128
